partner_id,partner_name,partner_type,industry_vertical,partner_size,partner_status,country,state,city,region,integration_type,sales_channel,risk_tier,kyc_status,pci_level,onboarding_date,relationship_manager_region,synthetic_record_flag
P002650,Sunrise Market 2650,Technology Platform,Government,SMB,Active,US,FL,Tampa,South,API,Referral,Medium,Approved,Level 3,2024-07-01,South,1
P002651,RedRock PayTech 2651,Technology Platform,Logistics,Strategic,Active,US,CA,San Jose,West,API,Direct,High,Approved,Level 2,2021-11-11,West,1
P002652,NorthStar Gateway 2652,Technology Platform,Travel,Mid-Market,Active,US,NY,Rochester,Northeast,API,Direct,Medium,Approved,Level 2,2019-09-20,Northeast,1
P002653,Ironwood Billing 2653,Marketplace,SaaS,SMB,Active,US,NY,New York,Northeast,SDK,Referral,Medium,Approved,Level 3,2022-12-12,Northeast,1
P002654,Prairie Solutions 2654,Marketplace,Travel,Enterprise,Active,US,AZ,Scottsdale,West,API,Alliance,High,Pending Review,Level 2,2018-02-19,West,1
P002655,Harbor Payments 2655,ISV,Hospitality,SMB,Active,US,OH,Cleveland,Midwest,SDK,Referral,Low,Approved,Level 3,2018-01-17,Midwest,1
P002656,Silverline Processing 2656,ISV,Travel,Enterprise,Pilot,US,NY,Albany,Northeast,SDK,Referral,High,Approved,Level 4,2021-02-13,Northeast,1
P002657,Maple Financial 2657,Technology Platform,Travel,SMB,Active,US,MA,Springfield,Northeast,SDK,Partner-sourced,High,Approved,Level 3,2017-04-27,Northeast,1
P002658,Cedar Commerce 2658,ISV,Retail,SMB,Active,US,MA,Worcester,Northeast,API,Alliance,Medium,Approved,Level 4,2023-08-22,Northeast,1
P002659,Clearwater PayTech 2659,Technology Platform,Retail,SMB,Active,US,CA,San Diego,West,API,Partner-sourced,Medium,Approved,Level 2,2017-11-05,West,1
P002660,Harbor Solutions 2660,Marketplace,Nonprofit,Strategic,Active,US,WA,Bellevue,West,Hosted Checkout,Alliance,Medium,Expired,Level 2,2019-12-24,West,1
P002661,Clearwater Platform 2661,Technology Platform,Hospitality,SMB,Active,US,FL,Jacksonville,South,API,Direct,Medium,Approved,Level 2,2024-11-14,South,1
P002662,Keystone Market 2662,ISV,Education,Enterprise,Active,US,NJ,Princeton,Northeast,SDK,Referral,Medium,Approved,Level 2,2017-09-03,Northeast,1
P002663,Skyline Connect 2663,ISO/Reseller,Logistics,SMB,Active,US,TX,Plano,South,API,Alliance,Low,Approved,Level 3,2019-08-01,South,1
P002664,Maple Market 2664,Gateway,Gaming,Mid-Market,Active,US,WA,Bellevue,West,API,Alliance,High,Approved,Level 3,2017-07-06,West,1
P002665,Riverbend PayTech 2665,ISO/Reseller,Logistics,Mid-Market,Active,US,GA,Atlanta,South,SDK,Direct,Low,Approved,Level 3,2021-01-06,South,1
P002666,BluePeak Financial 2666,ISO/Reseller,Fintech,SMB,Active,US,TX,San Antonio,South,Batch File,Direct,Medium,Approved,Level 1,2021-10-16,South,1
P002667,Sunrise Market 2667,Technology Platform,Fintech,Enterprise,Active,US,CA,San Francisco,West,SDK,Alliance,High,Approved,Level 2,2021-02-04,West,1
P002668,Brightpath Commerce 2668,Financial Institution,Hospitality,Mid-Market,Active,US,WA,Bellevue,West,Hosted Checkout,Direct,Medium,Pending Review,Level 4,2018-07-27,West,1
P002669,Ironwood Payments 2669,Technology Platform,Healthcare,SMB,Active,US,OH,Cincinnati,Midwest,API,Alliance,Medium,Approved,Level 3,2023-06-08,Midwest,1
P002670,Summit PayWorks 2670,Technology Platform,SaaS,SMB,Active,US,TX,Dallas,South,SFTP,Direct,Low,Approved,Level 1,2022-05-08,South,1
P002671,Brightpath Financial 2671,Financial Institution,Healthcare,SMB,Active,US,NC,Greensboro,South,SFTP,Alliance,Medium,Approved,Level 3,2019-10-07,South,1
P002672,Maple Connect 2672,ISV,Travel,SMB,Active,US,NY,Syracuse,Northeast,API,Referral,High,Approved,Level 3,2019-12-20,Northeast,1
P002673,Copper Commerce 2673,Gateway,Professional Services,Mid-Market,Active,US,CO,Colorado Springs,West,Hosted Checkout,Direct,Medium,Approved,Level 1,2018-12-11,West,1
P002674,Prairie PayTech 2674,ISO/Reseller,Logistics,Mid-Market,Active,US,CA,Los Angeles,West,API,Partner-sourced,Medium,Approved,Level 2,2018-08-18,West,1
P002675,RedRock PayWorks 2675,Technology Platform,SaaS,SMB,Active,US,NV,Las Vegas,West,API,Alliance,Medium,Expired,Level 2,2017-05-05,West,1
P002676,Summit Payments 2676,ISV,Logistics,SMB,Active,US,TX,Austin,South,API,Direct,Low,Approved,Level 1,2020-12-05,South,1
P002677,Silverline Billing 2677,ISO/Reseller,SaaS,SMB,Active,US,NY,Buffalo,Northeast,Batch File,Partner-sourced,Medium,Approved,Level 4,2022-11-25,Northeast,1
P002678,RedRock Gateway 2678,Financial Institution,Logistics,Mid-Market,Active,US,AZ,Scottsdale,West,API,Direct,Medium,Approved,Level 3,2025-06-08,West,1
P002679,Skyline Commerce 2679,ISV,Hospitality,Mid-Market,Active,US,CA,San Francisco,West,API,Direct,Low,Approved,Level 2,2017-06-18,West,1
P002680,Evergreen Connect 2680,Merchant Acquirer,Healthcare,SMB,Dormant,US,IL,Peoria,Midwest,SFTP,Alliance,Medium,Approved,Level 4,2024-06-22,Midwest,1
P002681,Brightpath Solutions 2681,ISV,Fintech,SMB,Dormant,US,TX,Houston,South,API,Direct,Low,Approved,Level 2,2019-03-08,South,1
P002682,Prairie Commerce 2682,Marketplace,Fintech,SMB,Active,US,MA,Boston,Northeast,Hosted Checkout,Referral,Low,Approved,Level 4,2018-06-18,Northeast,1
P002683,Skyline Connect 2683,Gateway,Government,Mid-Market,Active,US,AZ,Mesa,West,SFTP,Alliance,Low,Expired,Level 3,2024-03-01,West,1
P002684,Cedar Checkout 2684,Technology Platform,Fintech,SMB,Active,US,NY,Syracuse,Northeast,Batch File,Partner-sourced,Medium,Approved,Level 1,2018-10-04,Northeast,1
P002685,BluePeak PayTech 2685,Financial Institution,Utilities,SMB,Active,US,TX,Plano,South,Batch File,Direct,Low,Rejected,Level 4,2019-08-19,South,1
P002686,Keystone Payments 2686,Gateway,Logistics,Mid-Market,Active,US,AZ,Tempe,West,Hosted Checkout,Direct,Low,Approved,Level 1,2019-03-21,West,1
P002687,NorthStar PayTech 2687,ISO/Reseller,Retail,Mid-Market,Dormant,US,CA,Sacramento,West,Hosted Checkout,Direct,Low,Approved,Level 4,2025-03-27,West,1
P002688,Granite Market 2688,Technology Platform,Fintech,Mid-Market,Active,US,NY,New York,Northeast,API,Referral,Low,Approved,Level 3,2017-01-21,Northeast,1
P002689,Evergreen PayTech 2689,ISV,Retail,Mid-Market,Active,US,FL,Miami,South,API,Direct,Medium,Approved,Level 2,2021-12-30,South,1
P002690,RedRock Billing 2690,Technology Platform,Logistics,SMB,Active,US,NY,Albany,Northeast,SFTP,Direct,Medium,Approved,Level 1,2024-06-05,Northeast,1
P002691,Harbor Checkout 2691,Gateway,Healthcare,Mid-Market,Dormant,US,IL,Springfield,Midwest,Batch File,Partner-sourced,Low,Approved,Level 1,2023-06-10,Midwest,1
P002692,Copper PayWorks 2692,Merchant Acquirer,Utilities,Mid-Market,Pilot,US,GA,Alpharetta,South,Hosted Checkout,Alliance,Medium,Approved,Level 4,2024-10-23,South,1
P002693,Clearwater Platform 2693,ISV,Travel,SMB,Active,US,AZ,Tempe,West,API,Partner-sourced,High,Approved,Level 3,2020-04-01,West,1
P002694,Brightpath Gateway 2694,ISV,Fintech,Mid-Market,Active,US,FL,Fort Lauderdale,South,API,Direct,Medium,Approved,Level 2,2018-03-25,South,1
P002695,NorthStar Financial 2695,Marketplace,Fintech,SMB,Terminated,US,MI,Ann Arbor,Midwest,Hosted Checkout,Direct,Medium,Rejected,Level 1,2021-12-09,Midwest,1
P002696,Brightpath PayTech 2696,Merchant Acquirer,Retail,Mid-Market,Active,US,IL,Naperville,Midwest,Direct Processor,Direct,Low,Approved,Level 4,2025-06-28,Midwest,1
P002697,Skyline Platform 2697,Marketplace,Utilities,SMB,Active,US,WA,Bellevue,West,API,Partner-sourced,High,Rejected,Level 4,2022-06-05,West,1
P002698,Brightpath Commerce 2698,Financial Institution,Retail,Mid-Market,Pilot,US,TX,Dallas,South,API,Direct,Low,Approved,Level 3,2021-02-13,South,1
P002699,Oakstone Processing 2699,Merchant Acquirer,Nonprofit,SMB,Pilot,US,OH,Cleveland,Midwest,SDK,Direct,Medium,Approved,Level 3,2023-01-12,Midwest,1
P002700,Evergreen Market 2700,Marketplace,Healthcare,SMB,Suspended,US,OH,Columbus,Midwest,API,Direct,High,Approved,Level 3,2024-05-03,Midwest,1
P002701,Sunrise Checkout 2701,Merchant Acquirer,Utilities,SMB,Pilot,US,IL,Springfield,Midwest,SDK,Alliance,Medium,Approved,Level 4,2017-04-24,Midwest,1
P002702,BluePeak Billing 2702,Technology Platform,Fintech,Strategic,Active,US,MI,Grand Rapids,Midwest,API,Alliance,Low,Approved,Level 1,2020-02-12,Midwest,1
P002703,Evergreen Gateway 2703,Bank Sponsor,Logistics,SMB,Active,US,CA,San Francisco,West,Batch File,Partner-sourced,Low,Approved,Level 2,2022-08-26,West,1
P002704,RedRock Market 2704,Gateway,Logistics,Enterprise,Pilot,US,AZ,Tucson,West,SFTP,Direct,Medium,Approved,Level 1,2022-08-17,West,1
P002705,RedRock Commerce 2705,ISV,Fintech,Mid-Market,Active,US,OH,Cleveland,Midwest,Batch File,Alliance,Low,Approved,Level 3,2025-02-20,Midwest,1
P002706,Brightpath Checkout 2706,ISV,Healthcare,SMB,Active,US,PA,Allentown,Northeast,API,Alliance,Low,Approved,Level 4,2022-11-17,Northeast,1
P002707,NorthStar Financial 2707,Technology Platform,Fintech,SMB,Active,US,CA,San Diego,West,SFTP,Direct,Low,Approved,Level 3,2025-01-21,West,1
P002708,Sunrise Merchant Services 2708,Merchant Acquirer,Logistics,Mid-Market,Active,US,TX,Houston,South,SFTP,Direct,Low,Approved,Level 1,2024-10-20,South,1
P002709,Skyline Processing 2709,Merchant Acquirer,SaaS,SMB,Active,US,AZ,Mesa,West,SFTP,Direct,Low,Approved,Level 4,2024-04-28,West,1
P002710,Evergreen Payments 2710,Financial Institution,Nonprofit,SMB,Active,US,TX,San Antonio,South,API,Direct,Low,Approved,Level 1,2023-04-22,South,1
P002711,BluePeak Financial 2711,Financial Institution,Retail,Mid-Market,Active,US,OH,Cincinnati,Midwest,Hosted Checkout,Referral,Low,Approved,Level 3,2023-06-06,Midwest,1
P002712,Ironwood Commerce 2712,ISO/Reseller,Fintech,Strategic,Active,US,IL,Naperville,Midwest,API,Alliance,Low,Approved,Level 2,2024-09-14,Midwest,1
P002713,RedRock Payments 2713,Merchant Acquirer,SaaS,Mid-Market,Active,US,NY,New York,Northeast,Hosted Checkout,Direct,Low,Approved,Level 2,2017-09-10,Northeast,1
P002714,BluePeak Gateway 2714,Merchant Acquirer,Utilities,SMB,Pilot,US,NY,Albany,Northeast,API,Referral,Low,Approved,Level 1,2017-12-31,Northeast,1
P002715,RedRock Merchant Services 2715,Financial Institution,Travel,Enterprise,Active,US,AZ,Tempe,West,SDK,Direct,High,Approved,Level 2,2017-03-29,West,1
P002716,Oakstone Commerce 2716,Merchant Acquirer,Fintech,SMB,Active,US,TX,Plano,South,Hosted Checkout,Direct,Low,Approved,Level 3,2020-02-07,South,1
P002717,Harbor Merchant Services 2717,Merchant Acquirer,Gaming,Mid-Market,Dormant,US,NC,Durham,South,SDK,Referral,Medium,Expired,Level 4,2022-08-17,South,1
P002718,Granite PayWorks 2718,ISV,Professional Services,SMB,Dormant,US,MI,Ann Arbor,Midwest,Direct Processor,Direct,Low,Approved,Level 4,2023-06-14,Midwest,1
P002719,Summit Connect 2719,Marketplace,Retail,Mid-Market,Active,US,MA,Springfield,Northeast,Direct Processor,Alliance,High,Approved,Level 4,2023-11-23,Northeast,1
P002720,Granite Financial 2720,Technology Platform,Logistics,Strategic,Active,US,AZ,Scottsdale,West,API,Direct,Low,Approved,Level 4,2018-07-17,West,1
P002721,Cedar Checkout 2721,ISO/Reseller,SaaS,SMB,Active,US,NV,Las Vegas,West,Direct Processor,Direct,Low,Approved,Level 4,2017-01-17,West,1
P002722,Clearwater Checkout 2722,Financial Institution,SaaS,SMB,Pilot,US,PA,Allentown,Northeast,SFTP,Direct,Medium,Approved,Level 4,2017-02-06,Northeast,1
P002723,Skyline PayWorks 2723,Technology Platform,Logistics,SMB,Active,US,PA,Allentown,Northeast,API,Direct,Medium,Approved,Level 2,2021-04-17,Northeast,1
P002724,Keystone Gateway 2724,Merchant Acquirer,Healthcare,SMB,Active,US,FL,Tampa,South,SDK,Direct,Low,Approved,Level 3,2024-08-09,South,1
P002725,Maple Market 2725,ISV,Retail,SMB,Dormant,US,NY,Albany,Northeast,API,Partner-sourced,Low,Approved,Level 3,2020-07-07,Northeast,1
P002726,Skyline Payments 2726,Financial Institution,Retail,SMB,Active,US,TX,Plano,South,API,Direct,Low,Approved,Level 1,2022-06-22,South,1
P002727,Sunrise Payments 2727,ISV,Logistics,Strategic,Active,US,AZ,Tempe,West,Batch File,Direct,Low,Pending Review,Level 1,2018-07-27,West,1
P002728,Prairie PayTech 2728,Technology Platform,Logistics,SMB,Active,US,TX,Dallas,South,SDK,Alliance,Low,Approved,Level 2,2025-06-26,South,1
P002729,Prairie Market 2729,ISO/Reseller,Professional Services,SMB,Active,US,TX,Dallas,South,Hosted Checkout,Direct,Low,Approved,Level 4,2020-08-05,South,1
P002730,Harbor Billing 2730,ISO/Reseller,Retail,Enterprise,Suspended,US,FL,Tampa,South,API,Alliance,Low,Approved,Level 1,2023-06-22,South,1
P002731,Prairie Merchant Services 2731,ISV,Gaming,Enterprise,Dormant,US,OH,Cincinnati,Midwest,SDK,Referral,High,Approved,Level 2,2019-10-20,Midwest,1
P002732,Sunrise Processing 2732,ISO/Reseller,Government,Strategic,Active,US,FL,Jacksonville,South,API,Direct,Medium,Approved,Level 4,2019-02-13,South,1
P002733,Sunrise Market 2733,Technology Platform,Retail,Enterprise,Suspended,US,AZ,Tempe,West,API,Direct,Medium,Approved,Level 3,2023-09-22,West,1
P002734,Silverline PayTech 2734,ISV,SaaS,SMB,Active,US,VA,Arlington,South,SDK,Alliance,Low,Approved,Level 3,2017-05-18,South,1
P002735,Harbor Platform 2735,Marketplace,Professional Services,SMB,Active,US,VA,Norfolk,South,Hosted Checkout,Direct,Low,Approved,Level 1,2019-12-30,South,1
P002736,NorthStar Merchant Services 2736,Financial Institution,Fintech,Enterprise,Active,US,PA,Pittsburgh,Northeast,SDK,Referral,Medium,Approved,Level 1,2017-08-19,Northeast,1
P002737,Sunrise Solutions 2737,Merchant Acquirer,Fintech,SMB,Active,US,MN,Saint Paul,Midwest,Direct Processor,Alliance,Low,Approved,Level 1,2020-08-02,Midwest,1
P002738,Clearwater Market 2738,ISV,Government,SMB,Suspended,US,IL,Naperville,Midwest,API,Alliance,Low,Approved,Level 2,2022-10-09,Midwest,1
P002739,Riverbend Processing 2739,Gateway,Logistics,SMB,Active,US,MI,Grand Rapids,Midwest,Batch File,Direct,Low,Approved,Level 2,2024-05-03,Midwest,1
P002740,Ironwood Checkout 2740,ISO/Reseller,Healthcare,Mid-Market,Active,US,CA,San Francisco,West,SDK,Direct,Medium,Approved,Level 4,2022-12-05,West,1
P002741,Cedar Checkout 2741,Merchant Acquirer,Government,Enterprise,Active,US,NY,New York,Northeast,API,Direct,Low,Approved,Level 3,2022-10-10,Northeast,1
P002742,Ironwood Payments 2742,Merchant Acquirer,SaaS,SMB,Active,US,TX,San Antonio,South,API,Alliance,Medium,Approved,Level 3,2017-06-21,South,1
P002743,Clearwater Commerce 2743,Marketplace,Education,SMB,Active,US,CA,San Diego,West,Hosted Checkout,Referral,Low,Pending Review,Level 1,2017-02-05,West,1
P002744,Sunrise Merchant Services 2744,Merchant Acquirer,Gaming,SMB,Active,US,CA,San Diego,West,SFTP,Direct,Medium,Approved,Level 2,2018-06-19,West,1
P002745,Prairie Billing 2745,ISV,Travel,Strategic,Active,US,NC,Charlotte,South,Hosted Checkout,Direct,Medium,Approved,Level 3,2022-06-17,South,1
P002746,Silverline Connect 2746,Technology Platform,SaaS,SMB,Suspended,US,PA,Pittsburgh,Northeast,Batch File,Direct,Medium,Approved,Level 1,2024-02-27,Northeast,1
P002747,Oakstone Gateway 2747,ISO/Reseller,Logistics,Mid-Market,Active,US,GA,Augusta,South,Batch File,Direct,Low,Approved,Level 3,2023-10-08,South,1
P002748,Sunrise Solutions 2748,Gateway,SaaS,Mid-Market,Active,US,CA,Sacramento,West,API,Direct,Medium,Approved,Level 2,2018-10-01,West,1
P002749,Riverbend Gateway 2749,Merchant Acquirer,Professional Services,Mid-Market,Active,US,PA,Allentown,Northeast,Direct Processor,Direct,Low,Approved,Level 1,2022-10-23,Northeast,1
P002750,Maple Billing 2750,Gateway,Retail,SMB,Active,US,NC,Durham,South,API,Direct,Low,Approved,Level 3,2019-01-26,South,1
P002751,Ironwood Solutions 2751,ISV,Logistics,SMB,Active,US,NY,Buffalo,Northeast,API,Referral,Low,Approved,Level 1,2025-01-18,Northeast,1
P002752,Ironwood Platform 2752,Marketplace,Travel,SMB,Active,US,WA,Seattle,West,API,Direct,High,Approved,Level 2,2021-06-18,West,1
P002753,Granite Platform 2753,ISO/Reseller,Government,SMB,Active,US,TX,Houston,South,API,Alliance,Low,Approved,Level 3,2025-04-15,South,1
P002754,Prairie Merchant Services 2754,Gateway,SaaS,SMB,Terminated,US,NY,Rochester,Northeast,SDK,Alliance,High,Approved,Level 3,2024-04-16,Northeast,1
P002755,Granite Solutions 2755,ISO/Reseller,Nonprofit,Mid-Market,Active,US,UT,Salt Lake City,West,API,Alliance,Low,Approved,Level 2,2019-07-23,West,1
P002756,Clearwater Merchant Services 2756,ISO/Reseller,Fintech,SMB,Active,US,TX,Austin,South,Batch File,Referral,Low,Approved,Level 2,2019-04-14,South,1
P002757,NorthStar Commerce 2757,ISO/Reseller,SaaS,Enterprise,Active,US,FL,Orlando,South,Direct Processor,Direct,Low,Approved,Level 3,2021-04-29,South,1
P002758,Evergreen Merchant Services 2758,ISV,Retail,SMB,Active,US,NV,Reno,West,API,Direct,Low,Approved,Level 1,2024-09-09,West,1
P002759,Maple PayTech 2759,ISO/Reseller,Healthcare,SMB,Active,US,CO,Denver,West,Direct Processor,Alliance,Low,Approved,Level 1,2017-05-24,West,1
P002760,Brightpath PayWorks 2760,ISO/Reseller,Logistics,Strategic,Active,US,AZ,Mesa,West,API,Direct,Low,Approved,Level 3,2024-09-24,West,1
P002761,Harbor Checkout 2761,Marketplace,SaaS,Enterprise,Pilot,US,CA,Los Angeles,West,SDK,Partner-sourced,Low,Approved,Level 4,2018-12-15,West,1
P002762,Maple Financial 2762,ISV,Utilities,Enterprise,Active,US,AZ,Tempe,West,API,Referral,Low,Approved,Level 1,2021-11-19,West,1
P002763,RedRock Payments 2763,Gateway,SaaS,Mid-Market,Dormant,US,NC,Charlotte,South,Direct Processor,Referral,Low,Approved,Level 3,2017-07-10,South,1
P002764,Silverline Commerce 2764,Technology Platform,Logistics,Strategic,Active,US,FL,Fort Lauderdale,South,SDK,Alliance,Low,Approved,Level 1,2021-04-08,South,1
P002765,Skyline PayTech 2765,Gateway,Logistics,SMB,Active,US,CA,San Jose,West,SFTP,Referral,Low,Approved,Level 1,2024-12-23,West,1
P002766,Riverbend PayTech 2766,Marketplace,Retail,SMB,Active,US,VA,Richmond,South,API,Partner-sourced,Low,Approved,Level 3,2022-12-08,South,1
P002767,Ironwood Processing 2767,Gateway,Fintech,SMB,Active,US,IL,Naperville,Midwest,API,Referral,Medium,Approved,Level 3,2025-04-28,Midwest,1
P002768,NorthStar PayTech 2768,Technology Platform,Professional Services,SMB,Active,US,TX,Plano,South,API,Direct,Low,Pending Review,Level 3,2018-12-02,South,1
P002769,Skyline Billing 2769,ISO/Reseller,Hospitality,Strategic,Active,US,FL,Miami,South,SFTP,Direct,Low,Pending Review,Level 3,2019-03-20,South,1
P002770,Ironwood Processing 2770,Technology Platform,Professional Services,Mid-Market,Active,US,WA,Seattle,West,Hosted Checkout,Direct,Medium,Approved,Level 3,2022-01-04,West,1
P002771,Evergreen Financial 2771,ISV,Education,Mid-Market,Active,US,CA,Sacramento,West,SFTP,Direct,Medium,Approved,Level 1,2024-05-26,West,1
P002772,Sunrise Gateway 2772,ISV,Professional Services,Enterprise,Active,US,TX,Plano,South,Hosted Checkout,Direct,Low,Pending Review,Level 1,2025-02-17,South,1
P002773,RedRock Payments 2773,Technology Platform,SaaS,Enterprise,Active,US,PA,Philadelphia,Northeast,SDK,Alliance,Low,Approved,Level 4,2021-10-16,Northeast,1
P002774,Maple Merchant Services 2774,Technology Platform,Logistics,Mid-Market,Active,US,FL,Fort Lauderdale,South,API,Alliance,Low,Approved,Level 4,2024-12-31,South,1
P002775,Sunrise Connect 2775,Financial Institution,Gaming,Mid-Market,Active,US,IL,Peoria,Midwest,SDK,Partner-sourced,High,Approved,Level 3,2021-11-20,Midwest,1
P002776,Keystone Payments 2776,ISO/Reseller,Retail,Enterprise,Active,US,NY,Buffalo,Northeast,SFTP,Referral,Medium,Approved,Level 3,2020-06-15,Northeast,1
P002777,RedRock Checkout 2777,Gateway,Fintech,Mid-Market,Active,US,AZ,Phoenix,West,Direct Processor,Alliance,Low,Approved,Level 2,2020-10-05,West,1
P002778,Summit Processing 2778,ISO/Reseller,Nonprofit,SMB,Active,US,CA,San Francisco,West,SFTP,Referral,Medium,Approved,Level 3,2017-06-09,West,1
P002779,Clearwater Merchant Services 2779,Merchant Acquirer,Professional Services,Strategic,Active,US,FL,Jacksonville,South,API,Referral,Low,Expired,Level 2,2019-04-23,South,1
P002780,Clearwater Payments 2780,Bank Sponsor,Professional Services,Mid-Market,Active,US,CA,San Jose,West,SDK,Partner-sourced,Low,Approved,Level 3,2023-12-04,West,1
P002781,Sunrise PayTech 2781,ISO/Reseller,Fintech,Mid-Market,Active,US,AZ,Tucson,West,API,Referral,Medium,Approved,Level 4,2023-12-13,West,1
P002782,Keystone Gateway 2782,ISO/Reseller,Professional Services,Mid-Market,Active,US,MA,Cambridge,Northeast,API,Referral,Medium,Approved,Level 3,2023-06-15,Northeast,1
P002783,Prairie Connect 2783,Marketplace,Hospitality,SMB,Active,US,MN,Minneapolis,Midwest,SFTP,Direct,Low,Approved,Level 3,2023-04-02,Midwest,1
P002784,Evergreen PayTech 2784,Financial Institution,Professional Services,Mid-Market,Active,US,PA,Allentown,Northeast,Batch File,Referral,Medium,Approved,Level 2,2018-09-30,Northeast,1
P002785,Ironwood Gateway 2785,Financial Institution,Logistics,Enterprise,Active,US,MA,Cambridge,Northeast,API,Direct,High,Approved,Level 1,2019-10-04,Northeast,1
P002786,Ironwood Gateway 2786,Marketplace,Retail,SMB,Active,US,TX,Houston,South,API,Direct,Medium,Approved,Level 4,2021-07-02,South,1
P002787,Summit PayWorks 2787,Merchant Acquirer,Logistics,SMB,Active,US,VA,Norfolk,South,Hosted Checkout,Partner-sourced,Low,Approved,Level 1,2024-04-26,South,1
P002788,Oakstone Processing 2788,Gateway,Retail,SMB,Active,US,CA,San Jose,West,Direct Processor,Direct,Low,Pending Review,Level 3,2024-03-12,West,1
P002789,Skyline Commerce 2789,ISO/Reseller,Fintech,SMB,Active,US,VA,Richmond,South,Hosted Checkout,Referral,Medium,Approved,Level 1,2018-10-24,South,1
P002790,Sunrise PayTech 2790,ISV,Fintech,Mid-Market,Active,US,MN,Saint Paul,Midwest,SDK,Direct,Medium,Approved,Level 1,2019-11-04,Midwest,1
P002791,Prairie Checkout 2791,Marketplace,SaaS,Mid-Market,Active,US,CO,Boulder,West,API,Direct,Low,Approved,Level 2,2017-01-09,West,1
P002792,Prairie Payments 2792,ISV,Utilities,Mid-Market,Active,US,MN,Minneapolis,Midwest,API,Partner-sourced,Medium,Approved,Level 4,2020-10-23,Midwest,1
P002793,Prairie PayWorks 2793,ISV,Government,Strategic,Active,US,GA,Savannah,South,API,Referral,Low,Approved,Level 3,2022-05-14,South,1
P002794,NorthStar Platform 2794,Gateway,Professional Services,Enterprise,Dormant,US,TX,San Antonio,South,Batch File,Alliance,High,Approved,Level 3,2021-09-20,South,1
P002795,Summit Billing 2795,Marketplace,Professional Services,Enterprise,Active,US,FL,Miami,South,API,Alliance,Medium,Approved,Level 3,2018-08-26,South,1
P002796,Cedar Market 2796,ISO/Reseller,Gaming,SMB,Pilot,US,GA,Alpharetta,South,API,Direct,Medium,Approved,Level 1,2023-07-10,South,1
P002797,Maple PayTech 2797,ISV,Retail,Strategic,Suspended,US,CA,San Diego,West,API,Partner-sourced,Low,Approved,Level 3,2023-04-05,West,1
P002798,Evergreen Commerce 2798,Financial Institution,Utilities,Mid-Market,Dormant,US,NC,Greensboro,South,API,Alliance,Low,Approved,Level 3,2019-12-19,South,1
P002799,Copper Financial 2799,Technology Platform,Retail,Mid-Market,Active,US,MN,Saint Paul,Midwest,Direct Processor,Direct,Low,Approved,Level 1,2018-11-03,Midwest,1
P002800,Granite Platform 2800,ISV,Travel,SMB,Active,US,CA,Los Angeles,West,API,Alliance,Medium,Approved,Level 2,2017-10-05,West,1
P002801,Maple PayWorks 2801,Technology Platform,Gaming,Enterprise,Active,US,PA,Harrisburg,Northeast,API,Direct,High,Pending Review,Level 3,2021-11-25,Northeast,1
P002802,Keystone Merchant Services 2802,Marketplace,SaaS,SMB,Active,US,UT,Provo,West,Batch File,Alliance,Low,Approved,Level 1,2022-12-30,West,1
P002803,Granite Commerce 2803,Merchant Acquirer,Education,Mid-Market,Active,US,VA,Arlington,South,API,Direct,Low,Approved,Level 2,2020-07-20,South,1
P002804,Granite Merchant Services 2804,ISO/Reseller,Utilities,SMB,Pilot,US,VA,Richmond,South,Hosted Checkout,Referral,Medium,Approved,Level 4,2021-08-06,South,1
P002805,Maple Market 2805,Marketplace,Logistics,Mid-Market,Suspended,US,IL,Peoria,Midwest,Hosted Checkout,Alliance,Low,Approved,Level 1,2017-12-02,Midwest,1
P002806,Copper Payments 2806,ISO/Reseller,Retail,SMB,Active,US,MI,Detroit,Midwest,Direct Processor,Alliance,Low,Approved,Level 2,2018-06-20,Midwest,1
P002807,Prairie Processing 2807,Technology Platform,Professional Services,Enterprise,Active,US,OH,Cincinnati,Midwest,SDK,Alliance,Medium,Approved,Level 4,2022-01-31,Midwest,1
P002808,Maple Checkout 2808,Technology Platform,Education,Enterprise,Active,US,CA,San Jose,West,SDK,Referral,High,Expired,Level 3,2019-10-30,West,1
P002809,Riverbend Platform 2809,Marketplace,Government,SMB,Dormant,US,FL,Tampa,South,SFTP,Alliance,Low,Expired,Level 4,2022-02-19,South,1
P002810,Keystone Financial 2810,Technology Platform,Fintech,SMB,Active,US,CO,Denver,West,SDK,Alliance,Low,Approved,Level 4,2023-04-24,West,1
P002811,Brightpath Connect 2811,Merchant Acquirer,Healthcare,Enterprise,Pilot,US,TX,San Antonio,South,Direct Processor,Direct,Low,Approved,Level 4,2017-08-05,South,1
P002812,Clearwater Platform 2812,ISV,Education,SMB,Active,US,NC,Durham,South,API,Alliance,Low,Approved,Level 2,2023-05-01,South,1
P002813,Prairie Market 2813,ISV,SaaS,SMB,Dormant,US,WA,Spokane,West,API,Referral,Medium,Approved,Level 2,2018-10-22,West,1
P002814,RedRock Platform 2814,Technology Platform,Education,SMB,Active,US,CA,San Jose,West,API,Direct,Low,Approved,Level 3,2017-11-09,West,1
P002815,Copper Payments 2815,ISV,Healthcare,SMB,Active,US,GA,Alpharetta,South,SFTP,Direct,Low,Approved,Level 4,2020-03-20,South,1
