exception_id,partner_id,requested_date,exception_type,exception_status,business_justification,expected_annual_revenue_usd,approved_by_role,review_due_date
E000505,P002805,2018-11-24,Volume threshold waiver,Approved,Competitive displacement,3156.92,Revenue Management,2020-12-18
E000506,P002811,2023-07-12,Legacy plan extension,Approved,Contract renewal concession,65246.35,Risk Review,2024-01-31
E000507,P002816,2023-11-04,Legacy plan extension,Approved,New partner acquisition,21169.26,Pricing Governance,2024-05-28
E000508,P002818,2021-05-17,High-risk waiver,Approved,Strategic retention,131606.94,Pricing Governance,2022-05-26
E000509,P002841,2023-02-10,Waived monthly minimum,Approved,Strategic retention,37887.75,Risk Review,2024-03-09
E000510,P002845,2018-01-10,Waived monthly minimum,Pending,Strategic retention,18742.89,Revenue Management,2019-02-11
E000511,P002846,2024-08-31,Discounted bps,Approved,Risk-adjusted commercial exception,1140.02,Revenue Management,2025-09-10
E000512,P002861,2022-06-12,Volume threshold waiver,Approved,Migration incentive,68235.78,Product Director,2022-12-29
E000513,P002869,2024-08-28,Volume threshold waiver,Approved,New partner acquisition,17198.56,Pricing Governance,2025-09-03
E000514,P002871,2023-10-23,Volume threshold waiver,Pending,Contract renewal concession,91275.24,Product Director,2024-10-29
E000515,P002874,2021-01-06,Volume threshold waiver,Pending,Competitive displacement,59313.95,Pricing Governance,2022-01-24
E000516,P002885,2021-07-05,Legacy plan extension,Approved,Contract renewal concession,15508.36,Risk Review,2022-02-04
E000517,P002886,2024-12-24,Volume threshold waiver,Approved,Risk-adjusted commercial exception,24131.21,Product Director,2026-01-18
E000518,P002887,2021-08-13,High-risk waiver,Approved,Strategic retention,11816.3,Pricing Governance,2023-08-25
E000519,P002892,2024-06-01,Legacy plan extension,Approved,Contract renewal concession,1265170.35,Pricing Governance,2025-06-11
E000520,P002893,2023-12-19,Discounted bps,Approved,Risk-adjusted commercial exception,8487.41,Product Director,2025-01-18
E000521,P002936,2022-11-28,High-risk waiver,Pending,Strategic retention,1112.42,Pricing Governance,2023-12-13
E000522,P002938,2023-02-08,Waived monthly minimum,Approved,Migration incentive,10344.43,Revenue Management,2023-08-26
E000523,P002947,2023-07-15,Legacy plan extension,Expired,New partner acquisition,219650.77,Pricing Governance,2024-07-20
E000524,P002949,2023-09-21,High-risk waiver,Expired,Risk-adjusted commercial exception,131180.86,Product Director,2024-10-17
E000525,P002962,2020-01-30,Legacy plan extension,Approved,New partner acquisition,49475.92,Revenue Management,2022-02-10
E000526,P002965,2023-11-22,Discounted bps,Approved,Migration incentive,136203.61,Risk Review,2024-12-06
E000527,P002972,2024-07-10,Legacy plan extension,Pending,Risk-adjusted commercial exception,40703.72,Revenue Management,2025-02-09
E000528,P002979,2018-12-27,Legacy plan extension,Approved,Competitive displacement,10201.51,Risk Review,2021-01-28
E000529,P002984,2018-01-08,Volume threshold waiver,Expired,Strategic retention,214186.22,Risk Review,2019-01-19
E000530,P002985,2025-06-19,Waived monthly minimum,Approved,New partner acquisition,8805.8,Product Director,2026-07-08
E000531,P002996,2025-02-09,High-risk waiver,Approved,Risk-adjusted commercial exception,218297.08,Pricing Governance,2025-09-08
E000532,P003005,2021-12-19,High-risk waiver,Expired,Competitive displacement,142321.65,None,2022-06-22
E000533,P003011,2025-06-24,Discounted bps,Approved,Contract renewal concession,34705.78,Product Director,2026-07-16
E000534,P003015,2024-03-23,Volume threshold waiver,Approved,New partner acquisition,13744.86,Revenue Management,2025-04-13
E000535,P003017,2024-03-20,Waived monthly minimum,Approved,New partner acquisition,136134.61,Pricing Governance,2025-03-27
E000536,P003026,2022-04-06,Legacy plan extension,Approved,Strategic retention,15559.31,Pricing Governance,2023-05-07
E000537,P003038,2020-03-19,High-risk waiver,Approved,Contract renewal concession,41011.67,Pricing Governance,2021-04-20
E000538,P003043,2020-06-13,Discounted bps,Approved,Migration incentive,20573.66,Revenue Management,2021-06-27
E000539,P003045,2023-07-18,High-risk waiver,Expired,Strategic retention,68914.04,Pricing Governance,2024-02-03
E000540,P003052,2023-03-27,Waived monthly minimum,Expired,Migration incentive,40446.07,Product Director,2024-04-05
E000541,P003060,2024-01-09,Discounted bps,Approved,Contract renewal concession,361.84,Revenue Management,2025-01-19
E000542,P003070,2018-01-13,Volume threshold waiver,Approved,Strategic retention,32111.35,Revenue Management,2019-01-20
E000543,P003088,2020-05-30,High-risk waiver,Expired,Migration incentive,722051.46,Product Director,2021-06-29
E000544,P003091,2023-10-06,High-risk waiver,Approved,Migration incentive,186764.83,Pricing Governance,2024-10-20
E000545,P003092,2025-05-20,Discounted bps,Approved,Risk-adjusted commercial exception,3495.71,Risk Review,2027-06-18
E000546,P003093,2018-11-11,Waived monthly minimum,Pending,Contract renewal concession,419495.21,Pricing Governance,2019-12-13
E000547,P003099,2022-10-03,High-risk waiver,Expired,Competitive displacement,26208.46,Product Director,2023-11-03
E000548,P003100,2023-06-20,Waived monthly minimum,Pending,Strategic retention,84699.74,Pricing Governance,2024-07-02
E000549,P003108,2025-01-30,Discounted bps,Approved,Migration incentive,255668.47,Pricing Governance,2025-08-21
E000550,P003109,2022-01-09,Volume threshold waiver,Approved,Competitive displacement,36836.41,Revenue Management,2023-01-16
E000551,P003110,2023-06-10,Legacy plan extension,Approved,Risk-adjusted commercial exception,658519.97,Product Director,2024-06-19
E000552,P003111,2025-06-24,High-risk waiver,Expired,Strategic retention,452797.49,Risk Review,2026-07-22
E000553,P003116,2024-04-18,Discounted bps,Approved,Migration incentive,8762.41,Pricing Governance,2024-10-23
E000554,P003119,2023-03-02,Discounted bps,Approved,Contract renewal concession,69551.41,Product Director,2023-09-06
E000555,P003121,2023-06-02,Volume threshold waiver,Approved,Competitive displacement,671914.27,Revenue Management,2024-07-02
E000556,P003122,2022-11-24,Waived monthly minimum,Approved,Competitive displacement,22842738.3,Revenue Management,2023-06-18
E000557,P003124,2021-03-02,Discounted bps,Pending,Risk-adjusted commercial exception,3206848.04,Risk Review,2021-09-12
E000558,P003132,2023-03-24,Legacy plan extension,Pending,Contract renewal concession,16655.13,Revenue Management,2023-09-26
E000559,P003137,2018-08-18,Volume threshold waiver,Approved,Strategic retention,9230.92,Risk Review,2019-09-06
E000560,P003143,2024-10-06,Legacy plan extension,Approved,New partner acquisition,16109.67,Pricing Governance,2025-10-31
E000561,P003146,2024-08-24,Volume threshold waiver,Approved,Risk-adjusted commercial exception,71600.97,Revenue Management,2025-03-02
E000562,P003149,2018-10-01,Legacy plan extension,Approved,Strategic retention,45371.99,Risk Review,2019-04-13
E000563,P003153,2018-07-10,Volume threshold waiver,Approved,New partner acquisition,59354.64,Pricing Governance,2019-01-14
E000564,P003156,2025-01-15,Discounted bps,Approved,Risk-adjusted commercial exception,12970.72,Pricing Governance,2025-08-01
E000565,P003157,2022-11-24,Waived monthly minimum,Approved,New partner acquisition,23097.06,Revenue Management,2023-12-21
E000566,P003161,2018-02-07,Discounted bps,Expired,Strategic retention,2471.05,Pricing Governance,2018-09-01
E000567,P003171,2021-02-25,Discounted bps,Approved,Strategic retention,61787.78,Product Director,2021-09-25
E000568,P003179,2021-01-17,Legacy plan extension,Pending,Competitive displacement,29355.01,Revenue Management,2023-02-15
E000569,P003181,2024-05-02,Volume threshold waiver,Approved,New partner acquisition,121350.34,Pricing Governance,2025-05-20
E000570,P003185,2019-06-15,Waived monthly minimum,Approved,Contract renewal concession,2745.94,Pricing Governance,2020-01-09
E000571,P003186,2025-08-08,High-risk waiver,Pending,Migration incentive,9692.03,Product Director,2026-08-25
E000572,P003198,2022-01-12,Volume threshold waiver,Approved,Competitive displacement,4817.74,Revenue Management,2024-02-14
E000573,P003231,2020-05-21,Waived monthly minimum,Approved,New partner acquisition,37324.56,Product Director,2020-12-21
E000574,P003234,2021-09-30,Volume threshold waiver,Approved,Contract renewal concession,11616.03,None,2022-04-14
E000575,P003237,2025-01-28,Legacy plan extension,Pending,New partner acquisition,70993.03,Pricing Governance,2026-02-16
E000576,P003249,2019-09-13,Legacy plan extension,Approved,Strategic retention,17524.21,None,2020-10-04
E000577,P003250,2024-02-07,Discounted bps,Approved,Migration incentive,7692.54,Revenue Management,2025-02-26
E000578,P003252,2023-12-07,High-risk waiver,Expired,Migration incentive,1537663.02,Product Director,2025-12-24
E000579,P003254,2019-08-05,Discounted bps,Approved,Risk-adjusted commercial exception,4274.56,Revenue Management,2021-08-18
E000580,P003255,2023-09-10,Waived monthly minimum,Approved,Risk-adjusted commercial exception,77056.38,Pricing Governance,2024-09-17
E000581,P003257,2018-10-29,Discounted bps,Approved,Strategic retention,64360.19,Pricing Governance,2019-05-31
E000582,P003263,2024-02-24,Volume threshold waiver,Approved,Strategic retention,7755.79,Product Director,2025-03-02
E000583,P003264,2023-08-09,Legacy plan extension,Pending,Competitive displacement,2487.0,Pricing Governance,2024-08-26
E000584,P003266,2023-07-29,Waived monthly minimum,Approved,Strategic retention,8365.3,Product Director,2024-02-06
E000585,P003267,2025-07-07,Legacy plan extension,Pending,Migration incentive,25007.19,Product Director,2026-07-19
E000586,P003268,2021-08-19,High-risk waiver,Approved,Migration incentive,336475.61,Pricing Governance,2022-09-16
E000587,P003272,2018-02-13,High-risk waiver,Expired,Strategic retention,195018.4,Product Director,2018-09-08
E000588,P003274,2024-04-11,Legacy plan extension,Approved,New partner acquisition,122911.83,Pricing Governance,2024-10-13
E000589,P003275,2025-06-04,Waived monthly minimum,Approved,Migration incentive,1278283.42,Product Director,2026-06-25
E000590,P003279,2021-09-18,Legacy plan extension,Approved,Strategic retention,3450.59,Revenue Management,2022-04-05
E000591,P003281,2023-02-15,High-risk waiver,Approved,Competitive displacement,40812.42,Product Director,2024-03-06
E000592,P003288,2022-08-06,High-risk waiver,Expired,Migration incentive,384027.6,Revenue Management,2023-08-12
E000593,P003290,2025-01-25,Legacy plan extension,Pending,Strategic retention,68836.09,Revenue Management,2026-02-02
E000594,P003298,2022-04-16,Discounted bps,Pending,Contract renewal concession,118428.19,Revenue Management,2022-11-16
E000595,P003304,2022-06-11,High-risk waiver,Approved,Strategic retention,8756.88,Revenue Management,2022-12-21
E000596,P003306,2023-04-10,Legacy plan extension,Approved,Migration incentive,7007925.41,Pricing Governance,2024-04-24
E000597,P003314,2019-12-09,Volume threshold waiver,Approved,Migration incentive,11940.42,Pricing Governance,2020-07-04
E000598,P003320,2023-01-27,High-risk waiver,Pending,New partner acquisition,78362.26,Revenue Management,2025-02-14
E000599,P003321,2021-06-24,Discounted bps,Approved,New partner acquisition,2942.83,Revenue Management,2022-07-22
E000600,P003323,2022-03-14,High-risk waiver,Approved,Contract renewal concession,75088.0,Pricing Governance,2023-04-01
E000601,P003324,2023-03-25,Legacy plan extension,Rejected,Contract renewal concession,21805.1,Pricing Governance,2024-04-25
E000602,P003327,2023-08-05,Waived monthly minimum,Approved,New partner acquisition,10780.32,Revenue Management,2024-08-10
E000603,P003331,2025-06-10,Discounted bps,Expired,Contract renewal concession,90856.22,Risk Review,2027-07-11
E000604,P003332,2020-02-23,Legacy plan extension,Approved,Contract renewal concession,280877.78,Pricing Governance,2021-03-25
E000605,P003337,2018-12-05,High-risk waiver,Approved,New partner acquisition,42915.85,Pricing Governance,2020-12-15
E000606,P003338,2024-02-22,Discounted bps,Pending,Migration incentive,671316.16,Pricing Governance,2024-08-30
E000607,P003350,2021-02-03,Legacy plan extension,Pending,Strategic retention,2853.34,Pricing Governance,2022-02-27
E000608,P003351,2025-06-30,Legacy plan extension,Approved,Contract renewal concession,291192.35,Risk Review,2026-01-03
E000609,P003361,2020-02-26,High-risk waiver,Approved,Risk-adjusted commercial exception,9488.99,Pricing Governance,2020-08-31
E000610,P003362,2022-05-25,Volume threshold waiver,Approved,New partner acquisition,32288.17,Revenue Management,2023-06-23
E000611,P003381,2024-02-29,Waived monthly minimum,Rejected,Contract renewal concession,3655075.61,Revenue Management,2024-09-13
E000612,P003383,2023-04-09,Volume threshold waiver,Expired,Contract renewal concession,228976.87,Pricing Governance,2024-05-07
E000613,P003385,2023-03-20,Discounted bps,Approved,Contract renewal concession,183.13,Risk Review,2025-04-06
E000614,P003400,2025-08-13,Volume threshold waiver,Approved,Risk-adjusted commercial exception,16928.46,None,2026-08-21
E000615,P003405,2024-11-17,Legacy plan extension,Approved,Competitive displacement,143101.93,Pricing Governance,2026-12-15
E000616,P003411,2025-03-09,Volume threshold waiver,Pending,Risk-adjusted commercial exception,83413.57,Risk Review,2026-04-02
E000617,P003422,2020-07-16,Waived monthly minimum,Approved,Contract renewal concession,207697.04,Pricing Governance,2021-07-28
E000618,P003423,2023-04-23,Waived monthly minimum,Approved,Strategic retention,13557.97,Revenue Management,2023-11-19
E000619,P003427,2025-05-19,Volume threshold waiver,Rejected,Migration incentive,43909.01,Pricing Governance,2025-11-28
E000620,P003438,2020-03-31,High-risk waiver,Approved,Strategic retention,11665.17,Pricing Governance,2022-04-28
E000621,P003440,2022-07-28,High-risk waiver,Approved,New partner acquisition,361366.09,Pricing Governance,2023-02-12
E000622,P003449,2024-11-19,Waived monthly minimum,Approved,Strategic retention,430054.63,Revenue Management,2025-05-26
E000623,P003451,2023-01-31,Legacy plan extension,Approved,Competitive displacement,115966.35,Product Director,2024-02-18
E000624,P003452,2023-05-11,Volume threshold waiver,Approved,New partner acquisition,5565.8,Revenue Management,2024-05-19
E000625,P003454,2024-02-01,High-risk waiver,Approved,New partner acquisition,13557.83,Pricing Governance,2025-02-21
E000626,P003479,2024-09-17,Volume threshold waiver,Rejected,Strategic retention,23428.18,Risk Review,2025-04-13
E000627,P003482,2025-02-12,High-risk waiver,Approved,Contract renewal concession,8098.37,Revenue Management,2025-09-15
E000628,P003484,2024-05-28,Discounted bps,Approved,Risk-adjusted commercial exception,3214.81,Pricing Governance,2025-06-19
E000629,P003491,2024-09-12,High-risk waiver,Approved,Risk-adjusted commercial exception,68683.62,None,2025-10-03
E000630,P003493,2023-08-13,Discounted bps,Pending,Strategic retention,5876.12,Product Director,2024-09-08
E000631,P003499,2020-08-31,Waived monthly minimum,Rejected,Competitive displacement,2270.68,Pricing Governance,2021-10-03
E000632,P003500,2021-12-28,Waived monthly minimum,Approved,Contract renewal concession,14004352.13,Risk Review,2023-01-23
E000633,P003513,2018-05-12,High-risk waiver,Pending,New partner acquisition,17153.75,Pricing Governance,2018-12-12
E000634,P003516,2024-12-26,Discounted bps,Approved,Strategic retention,5064.05,Pricing Governance,2025-07-24
E000635,P003520,2021-03-21,Waived monthly minimum,Approved,Migration incentive,213306.4,Product Director,2022-04-18
E000636,P003526,2018-10-17,Volume threshold waiver,Expired,Strategic retention,218208.74,Pricing Governance,2019-05-05
E000637,P003536,2022-05-30,Legacy plan extension,Approved,Competitive displacement,313267.03,Revenue Management,2023-06-21
E000638,P003539,2020-09-14,Discounted bps,Approved,Risk-adjusted commercial exception,15176.35,Pricing Governance,2021-10-02
E000639,P003542,2021-06-21,Waived monthly minimum,Expired,Risk-adjusted commercial exception,21229.02,Pricing Governance,2023-07-10
E000640,P003561,2023-09-23,Waived monthly minimum,Approved,Contract renewal concession,202050.21,Revenue Management,2024-10-26
E000641,P003564,2019-02-03,Legacy plan extension,Approved,New partner acquisition,3006.63,Risk Review,2019-08-17
E000642,P003565,2021-09-01,High-risk waiver,Approved,Risk-adjusted commercial exception,13743.66,Pricing Governance,2022-03-09
E000643,P003566,2020-08-26,High-risk waiver,Pending,New partner acquisition,1707785.76,Revenue Management,2021-09-21
E000644,P003568,2021-09-29,Discounted bps,Approved,Risk-adjusted commercial exception,9657.9,Product Director,2022-10-12
E000645,P003571,2023-02-05,Volume threshold waiver,Approved,Competitive displacement,5183.46,Revenue Management,2023-09-07
E000646,P003574,2024-12-20,Volume threshold waiver,Expired,Contract renewal concession,15199.15,Product Director,2027-01-17
E000647,P003588,2025-06-05,Volume threshold waiver,Approved,New partner acquisition,20907.3,Pricing Governance,2026-07-02
E000648,P003589,2019-09-01,Waived monthly minimum,Approved,Migration incentive,6473.23,Pricing Governance,2020-09-21
E000649,P003590,2020-06-03,Volume threshold waiver,Approved,Contract renewal concession,430536.88,Pricing Governance,2021-06-08
E000650,P003593,2024-02-16,High-risk waiver,Approved,Competitive displacement,44300.68,Risk Review,2025-02-28
E000651,P003600,2024-03-01,Waived monthly minimum,Pending,Migration incentive,214217.69,Pricing Governance,2024-09-14
E000652,P003609,2024-06-13,Volume threshold waiver,Pending,Migration incentive,1199.13,Pricing Governance,2025-06-22
E000653,P003612,2019-11-07,Legacy plan extension,Approved,Risk-adjusted commercial exception,33336.11,Product Director,2020-11-14
E000654,P003614,2025-01-29,Legacy plan extension,Approved,Migration incentive,37816.89,Revenue Management,2026-02-14
E000655,P003626,2023-01-29,Volume threshold waiver,Approved,Migration incentive,9918.32,Pricing Governance,2024-02-15
E000656,P003628,2023-04-09,High-risk waiver,Approved,Risk-adjusted commercial exception,663697.62,Pricing Governance,2024-04-14
E000657,P003637,2024-01-14,Waived monthly minimum,Approved,Risk-adjusted commercial exception,195959.39,Risk Review,2025-02-08
E000658,P003638,2022-12-29,Volume threshold waiver,Expired,New partner acquisition,19073.33,Product Director,2025-02-01
E000659,P003644,2021-09-29,Waived monthly minimum,Approved,New partner acquisition,7701.34,Pricing Governance,2022-10-29
E000660,P003647,2018-12-06,Volume threshold waiver,Pending,Strategic retention,6737.72,None,2020-12-17
E000661,P003650,2023-02-08,Discounted bps,Expired,Migration incentive,10948.43,Revenue Management,2024-02-23
E000662,P003662,2020-08-22,Waived monthly minimum,Expired,Strategic retention,132472.09,Pricing Governance,2021-09-13
E000663,P003667,2025-08-22,Discounted bps,Approved,Risk-adjusted commercial exception,16241.53,Pricing Governance,2027-09-01
E000664,P003673,2024-12-15,Legacy plan extension,Approved,Migration incentive,460320.07,Pricing Governance,2026-01-05
E000665,P003677,2019-10-26,Discounted bps,Approved,Strategic retention,669.79,Revenue Management,2020-11-18
E000666,P003679,2019-05-19,Legacy plan extension,Approved,Competitive displacement,290976.63,Pricing Governance,2019-12-12
E000667,P003699,2023-12-05,Legacy plan extension,Expired,Risk-adjusted commercial exception,3576037.0,Risk Review,2024-12-10
E000668,P003702,2024-03-10,Waived monthly minimum,Pending,Risk-adjusted commercial exception,849.2,Product Director,2026-03-29
E000669,P003704,2023-05-04,Legacy plan extension,Approved,Strategic retention,75328.81,Product Director,2025-05-19
E000670,P003732,2019-10-22,Waived monthly minimum,Approved,Strategic retention,17026.85,Revenue Management,2020-11-10
E000671,P003733,2020-04-16,High-risk waiver,Pending,New partner acquisition,89773.9,Pricing Governance,2020-10-26
E000672,P003735,2024-08-28,Legacy plan extension,Approved,Migration incentive,28816.22,Product Director,2026-09-14
E000673,P003747,2024-08-20,Waived monthly minimum,Approved,Strategic retention,18765.33,Revenue Management,2026-09-06
E000674,P003749,2018-11-05,Discounted bps,Approved,Contract renewal concession,2032.75,Product Director,2020-12-06
E000675,P003753,2018-04-05,Discounted bps,Approved,Migration incentive,75083.63,Revenue Management,2019-05-07
E000676,P003756,2023-08-03,High-risk waiver,Approved,Competitive displacement,381641.84,Pricing Governance,2024-08-19
E000677,P003762,2024-09-20,Legacy plan extension,Expired,New partner acquisition,35339.51,None,2025-09-27
E000678,P003776,2025-07-23,Discounted bps,Expired,Strategic retention,177330.31,Pricing Governance,2026-08-19
E000679,P003785,2023-06-04,Legacy plan extension,Rejected,Contract renewal concession,2933.93,Product Director,2023-12-15
E000680,P003793,2023-04-08,Legacy plan extension,Approved,Competitive displacement,716513.25,Pricing Governance,2024-05-10
E000681,P003797,2024-11-28,Volume threshold waiver,Approved,Strategic retention,4668714.84,Pricing Governance,2026-12-05
E000682,P003808,2024-01-01,Legacy plan extension,Pending,New partner acquisition,108.8,Pricing Governance,2026-02-04
E000683,P003815,2024-02-29,Volume threshold waiver,Approved,New partner acquisition,15173.55,Product Director,2024-09-20
E000684,P003824,2024-09-07,Discounted bps,Approved,Competitive displacement,179.55,Product Director,2025-03-18
E000685,P003833,2023-11-02,Volume threshold waiver,Approved,Contract renewal concession,36242.95,Pricing Governance,2025-11-08
E000686,P003834,2023-06-21,Discounted bps,Pending,New partner acquisition,12634.29,Product Director,2024-07-24
E000687,P003837,2024-06-15,High-risk waiver,Approved,New partner acquisition,588466.55,Revenue Management,2025-07-05
E000688,P003838,2020-05-07,High-risk waiver,Expired,Migration incentive,208679.4,Product Director,2022-05-27
E000689,P003848,2020-02-09,High-risk waiver,Approved,Risk-adjusted commercial exception,9644.38,Product Director,2022-03-03
E000690,P003852,2023-08-19,Volume threshold waiver,Approved,Competitive displacement,3674.63,Revenue Management,2024-03-19
E000691,P003857,2024-07-31,Waived monthly minimum,Pending,Strategic retention,23249.86,Pricing Governance,2026-08-06
E000692,P003861,2018-09-18,Discounted bps,Pending,New partner acquisition,14547.29,Revenue Management,2019-04-13
E000693,P003883,2023-03-30,Volume threshold waiver,Approved,Migration incentive,243672.87,Revenue Management,2024-04-26
E000694,P003887,2018-10-21,High-risk waiver,Pending,Risk-adjusted commercial exception,141249.02,Pricing Governance,2020-11-04
E000695,P003892,2019-11-06,High-risk waiver,Approved,Contract renewal concession,136825.81,Product Director,2020-05-16
E000696,P003896,2018-09-05,Volume threshold waiver,Pending,Strategic retention,12968.9,Product Director,2020-10-02
E000697,P003898,2018-08-23,Waived monthly minimum,Pending,Contract renewal concession,6184.86,Revenue Management,2019-03-01
E000698,P003899,2025-06-15,Waived monthly minimum,Approved,New partner acquisition,256256.02,Pricing Governance,2026-07-03
E000699,P003900,2024-03-14,Discounted bps,Approved,Competitive displacement,3068.38,Risk Review,2024-09-27
E000700,P003901,2021-11-18,Legacy plan extension,Expired,New partner acquisition,218429.83,Pricing Governance,2022-11-28
E000701,P003906,2025-07-19,Legacy plan extension,Approved,New partner acquisition,39001.41,Pricing Governance,2026-08-03
E000702,P003920,2023-06-15,Volume threshold waiver,Approved,Competitive displacement,92969.04,Revenue Management,2024-07-05
E000703,P003923,2022-06-03,Waived monthly minimum,Approved,Risk-adjusted commercial exception,154751.01,Pricing Governance,2023-06-17
E000704,P003926,2025-05-27,Waived monthly minimum,Approved,Risk-adjusted commercial exception,59882.84,Product Director,2026-06-03
E000705,P003930,2023-06-10,High-risk waiver,Pending,Migration incentive,318561.64,Risk Review,2024-06-14
E000706,P003940,2025-06-08,Legacy plan extension,Approved,Risk-adjusted commercial exception,13373.22,Revenue Management,2026-06-23
E000707,P003944,2023-09-21,Volume threshold waiver,Approved,Contract renewal concession,25064.94,Pricing Governance,2024-10-18
E000708,P003950,2025-07-22,Volume threshold waiver,Expired,Strategic retention,363705.83,Pricing Governance,2026-07-29
E000709,P003951,2021-08-02,Discounted bps,Approved,Contract renewal concession,256170.14,Pricing Governance,2022-08-15
E000710,P003952,2023-03-06,Discounted bps,Approved,New partner acquisition,1314184.33,None,2024-04-07
E000711,P003968,2023-01-23,Waived monthly minimum,Approved,Competitive displacement,1926.95,Product Director,2024-02-22
E000712,P003971,2023-01-30,Waived monthly minimum,Approved,Contract renewal concession,52361.07,Risk Review,2023-08-25
E000713,P003972,2021-10-16,Discounted bps,Pending,Strategic retention,3179.23,Pricing Governance,2022-10-29
E000714,P003983,2025-01-30,Legacy plan extension,Approved,New partner acquisition,12135.53,Product Director,2027-02-27
E000715,P003999,2021-02-11,Volume threshold waiver,Approved,New partner acquisition,2401384.48,Pricing Governance,2021-08-18
E000716,P004001,2023-06-01,Legacy plan extension,Approved,New partner acquisition,29049.71,Product Director,2023-12-08
E000717,P004006,2024-08-03,High-risk waiver,Expired,Competitive displacement,409.49,Product Director,2025-02-21
E000718,P004017,2023-09-29,Discounted bps,Approved,Strategic retention,143869.6,Pricing Governance,2024-04-30
E000719,P004019,2023-12-20,High-risk waiver,Approved,Contract renewal concession,24009.46,Risk Review,2025-01-17
E000720,P004025,2021-06-16,Waived monthly minimum,Approved,Strategic retention,3018.53,Pricing Governance,2022-07-20
E000721,P004044,2023-06-02,Volume threshold waiver,Approved,Competitive displacement,9194.75,Risk Review,2025-06-22
E000722,P004046,2023-11-10,Discounted bps,Expired,Strategic retention,33762.52,Pricing Governance,2024-11-23
E000723,P004049,2022-11-06,Volume threshold waiver,Approved,Migration incentive,9088.69,Risk Review,2024-12-05
E000724,P004053,2024-11-12,High-risk waiver,Pending,Strategic retention,348373.29,Product Director,2025-11-18
E000725,P004054,2024-12-25,Legacy plan extension,Approved,Competitive displacement,42813.52,Revenue Management,2027-01-28
E000726,P004057,2023-04-05,High-risk waiver,Expired,Contract renewal concession,1213.86,Revenue Management,2023-10-29
E000727,P004071,2023-12-04,Legacy plan extension,Approved,Risk-adjusted commercial exception,143342.88,Pricing Governance,2024-12-31
E000728,P004079,2020-02-15,Discounted bps,Approved,New partner acquisition,19022.63,Product Director,2022-02-21
E000729,P004082,2018-07-24,Legacy plan extension,Rejected,Risk-adjusted commercial exception,126712.09,Risk Review,2019-07-29
E000730,P004100,2021-05-10,Waived monthly minimum,Pending,Migration incentive,8552.09,Product Director,2022-06-13
E000731,P004103,2024-02-25,Volume threshold waiver,Approved,Strategic retention,5972.45,Pricing Governance,2025-03-02
E000732,P004135,2025-02-10,Volume threshold waiver,Pending,Contract renewal concession,840982.05,Product Director,2027-02-24
E000733,P004141,2020-01-13,Volume threshold waiver,Approved,Migration incentive,230.65,Risk Review,2021-02-05
E000734,P004146,2025-02-14,Waived monthly minimum,Expired,Competitive displacement,924799.55,Revenue Management,2026-02-19
E000735,P004151,2022-01-05,Volume threshold waiver,Approved,Competitive displacement,292852.23,Pricing Governance,2023-01-27
E000736,P004172,2025-02-21,Legacy plan extension,Approved,Risk-adjusted commercial exception,224557.79,Product Director,2026-03-24
E000737,P004174,2025-01-19,High-risk waiver,Approved,Risk-adjusted commercial exception,15197.76,Product Director,2026-02-15
E000738,P004177,2018-07-13,Volume threshold waiver,Approved,Strategic retention,160308.45,Revenue Management,2019-07-19
E000739,P004181,2025-06-11,High-risk waiver,Pending,Strategic retention,34994.03,Revenue Management,2026-06-23
E000740,P004184,2024-04-25,Legacy plan extension,Pending,Risk-adjusted commercial exception,6274.43,Pricing Governance,2025-05-25
E000741,P004189,2025-05-14,Waived monthly minimum,Approved,Risk-adjusted commercial exception,1887374.0,Product Director,2026-06-18
E000742,P004196,2021-08-29,Volume threshold waiver,Pending,New partner acquisition,57372.16,Pricing Governance,2022-09-22
E000743,P004199,2021-01-13,Discounted bps,Approved,New partner acquisition,50695.57,Pricing Governance,2021-08-06
E000744,P004202,2025-06-08,Discounted bps,Expired,New partner acquisition,892.58,Risk Review,2026-06-27
E000745,P004209,2024-06-29,High-risk waiver,Approved,Competitive displacement,120328.79,Product Director,2025-01-01
E000746,P004212,2018-05-11,Volume threshold waiver,Pending,Migration incentive,25015.4,Pricing Governance,2019-05-16
E000747,P004231,2022-08-31,High-risk waiver,Approved,Risk-adjusted commercial exception,1856192.81,Revenue Management,2023-09-25
E000748,P004237,2019-07-04,High-risk waiver,Pending,Migration incentive,4656.06,Pricing Governance,2020-01-30
E000749,P004242,2025-07-15,Legacy plan extension,Rejected,Strategic retention,60343.2,Pricing Governance,2026-01-18
E000750,P004252,2021-06-29,Legacy plan extension,Approved,Competitive displacement,40078.56,Revenue Management,2022-07-05
E000751,P004260,2025-04-11,Waived monthly minimum,Approved,Risk-adjusted commercial exception,129633.32,Product Director,2026-04-25
E000752,P004263,2019-07-18,Legacy plan extension,Pending,Strategic retention,38770.32,Revenue Management,2021-07-29
E000753,P004267,2020-09-15,Legacy plan extension,Approved,Contract renewal concession,19349.69,Pricing Governance,2022-10-01
E000754,P004276,2021-02-04,Waived monthly minimum,Approved,Risk-adjusted commercial exception,1647064.03,Risk Review,2022-02-28
E000755,P004281,2020-10-18,Legacy plan extension,Approved,New partner acquisition,4252.65,Pricing Governance,2021-05-03
