assignment_id,partner_id,pricing_plan_id,recommended_pricing_plan_id,effective_date,expiration_date,review_due_date,negotiated_bps,negotiated_per_txn_fee_usd,monthly_minimum_fee_usd,exception_flag,exception_type,approval_status,approved_by_role,pricing_tier,contract_status
A002820,P002820,PLATFORM_ISV,PLATFORM_ISV,2025-08-15,,2027-08-15,53.38,0.0448,999.0,0,,Not Required,,PLATFORM_ISV,Active
A002821,P002821,HIGH_RISK,HIGH_RISK,2024-09-18,,2026-09-18,109.12,0.0998,2999.0,0,,Not Required,,HIGH_RISK,Review Due Soon
A002822,P002822,HIGH_RISK,HIGH_RISK,2023-10-31,,2025-10-30,110.32,0.0968,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A002823,P002823,PLATFORM_ISV,PLATFORM_ISV,2024-03-29,,2026-03-29,53.92,0.0501,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A002824,P002824,LAUNCH,LAUNCH,2025-04-27,,2027-04-27,87.7,0.0762,99.0,0,,Not Required,,LAUNCH,Active
A002825,P002825,GROWTH,GROWTH,2025-07-09,,2027-07-09,67.45,0.0583,499.0,0,,Not Required,,GROWTH,Active
A002826,P002826,LAUNCH,LAUNCH,2024-08-18,,2026-08-18,88.46,0.0768,99.0,0,,Not Required,,LAUNCH,Review Due Soon
A002827,P002827,SCALE,SCALE,2024-11-01,,2026-11-01,42.57,0.0398,1999.0,0,,Not Required,,SCALE,Active
A002828,P002828,GROWTH,GROWTH,2024-05-25,,2026-05-25,64.46,0.0583,499.0,0,,Not Required,,GROWTH,Review Overdue
A002829,P002829,SCALE,SCALE,2020-04-01,,2022-04-01,46.33,0.0357,1999.0,0,,Not Required,,SCALE,Review Overdue
A002830,P002830,PLATFORM_ISV,PLATFORM_ISV,2021-07-12,,2023-07-12,58.32,0.0551,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A002831,P002831,SCALE,SCALE,2023-05-16,,2025-05-15,44.22,0.0455,1999.0,0,,Not Required,,SCALE,Review Overdue
A002832,P002832,HIGH_RISK,HIGH_RISK,2020-04-14,,2022-04-14,107.15,0.0982,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A002833,P002833,SCALE,SCALE,2025-05-22,,2027-05-22,40.51,0.0402,1999.0,0,,Not Required,,SCALE,Active
A002834,P002834,PLATFORM_ISV,PLATFORM_ISV,2024-03-27,,2026-03-27,52.18,0.0484,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A002835,P002835,GROWTH,GROWTH,2025-04-05,,2027-04-05,69.36,0.0588,499.0,0,,Not Required,,GROWTH,Active
A002836,P002836,LAUNCH,LAUNCH,2023-06-08,,2025-06-07,91.79,0.0769,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002837,P002837,LAUNCH,LAUNCH,2018-08-27,,2020-08-26,91.32,0.0796,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002838,P002838,GROWTH,GROWTH,2024-08-02,,2026-08-02,68.04,0.0619,499.0,0,,Not Required,,GROWTH,Review Due Soon
A002839,P002839,LAUNCH,LAUNCH,2020-02-02,,2022-02-01,82.64,0.0788,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002840,P002840,PLATFORM_ISV,PLATFORM_ISV,2020-08-06,,2022-08-06,59.32,0.0442,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A002841,P002841,PLATFORM_ISV,PLATFORM_ISV,2023-03-10,,2024-03-09,51.68,0.0506,0.0,1,Waived monthly minimum,Approved,Risk Review,PLATFORM_ISV,Review Overdue
A002842,P002842,SCALE,SCALE,2023-03-23,,2025-03-22,47.83,0.0436,1999.0,0,,Not Required,,SCALE,Review Overdue
A002843,P002843,GROWTH,GROWTH,2023-05-07,,2025-05-06,70.8,0.0552,499.0,0,,Not Required,,GROWTH,Review Overdue
A002844,P002844,GROWTH,GROWTH,2025-05-31,,2027-05-31,66.01,0.0684,499.0,0,,Not Required,,GROWTH,Active
A002845,P002845,LEGACY_STANDARD,LAUNCH,2018-02-11,,2019-02-11,60.39,0.0453,0.0,1,Waived monthly minimum,Pending,Revenue Management,LEGACY_STANDARD,Review Overdue
A002846,P002846,STRATEGIC,LAUNCH,2024-09-10,,2025-09-10,15.27,0.0205,4999.0,1,Discounted bps,Approved,Revenue Management,STRATEGIC,Review Overdue
A002847,P002847,SCALE,SCALE,2023-04-03,,2025-04-02,41.82,0.0394,1999.0,0,,Not Required,,SCALE,Review Overdue
A002848,P002848,GROWTH,GROWTH,2025-06-13,,2027-06-13,68.65,0.0641,499.0,0,,Not Required,,GROWTH,Active
A002849,P002849,PLATFORM_ISV,PLATFORM_ISV,2025-04-27,,2027-04-27,55.18,0.0556,999.0,0,,Not Required,,PLATFORM_ISV,Active
A002850,P002850,GROWTH,GROWTH,2024-06-01,,2026-06-01,60.67,0.0647,499.0,0,,Not Required,,GROWTH,Review Overdue
A002851,P002851,LAUNCH,LAUNCH,2023-09-25,,2025-09-24,92.27,0.0806,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002852,P002852,GROWTH,GROWTH,2024-04-29,,2026-04-29,77.15,0.0561,499.0,0,,Not Required,,GROWTH,Review Overdue
A002853,P002853,GROWTH,GROWTH,2024-08-18,,2026-08-18,72.61,0.0647,499.0,0,,Not Required,,GROWTH,Review Due Soon
A002854,P002854,PLATFORM_ISV,PLATFORM_ISV,2025-08-25,,2027-08-25,56.06,0.0455,999.0,0,,Not Required,,PLATFORM_ISV,Active
A002855,P002855,SCALE,SCALE,2025-01-16,,2027-01-16,53.26,0.0408,1999.0,0,,Not Required,,SCALE,Active
A002856,P002856,GROWTH,GROWTH,2024-04-23,,2026-04-23,72.71,0.0574,499.0,0,,Not Required,,GROWTH,Review Overdue
A002857,P002857,LAUNCH,LAUNCH,2024-03-18,,2026-03-18,94.79,0.072,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002858,P002858,LAUNCH,LAUNCH,2023-12-27,,2025-12-26,89.05,0.086,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002859,P002859,GROWTH,GROWTH,2024-02-03,,2026-02-02,71.18,0.055,499.0,0,,Not Required,,GROWTH,Review Overdue
A002860,P002860,LAUNCH,LAUNCH,2024-12-16,,2026-12-16,81.66,0.0779,99.0,0,,Not Required,,LAUNCH,Active
A002861,P002861,STRATEGIC,SCALE,2022-07-02,,2022-12-29,5.0,0.0238,4999.0,1,Volume threshold waiver,Approved,Product Director,STRATEGIC,Review Overdue
A002862,P002862,PLATFORM_ISV,PLATFORM_ISV,2025-08-01,,2027-08-01,55.17,0.0453,999.0,0,,Not Required,,PLATFORM_ISV,Active
A002863,P002863,SCALE,SCALE,2023-05-30,,2025-05-29,40.92,0.0375,1999.0,0,,Not Required,,SCALE,Review Overdue
A002864,P002864,GROWTH,GROWTH,2024-10-16,,2026-10-16,78.99,0.0625,499.0,0,,Not Required,,GROWTH,Active
A002865,P002865,HIGH_RISK,HIGH_RISK,2019-11-20,,2021-11-19,112.66,0.0976,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A002866,P002866,LAUNCH,LAUNCH,2024-01-06,,2026-01-05,95.51,0.0717,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002867,P002867,HIGH_RISK,HIGH_RISK,2024-06-09,,2026-06-09,110.47,0.0962,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A002868,P002868,HIGH_RISK,HIGH_RISK,2023-07-20,,2025-07-19,107.61,0.1042,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A002869,P002869,LAUNCH,LAUNCH,2024-09-03,,2025-09-03,70.14,0.0751,99.0,1,Volume threshold waiver,Approved,Pricing Governance,LAUNCH,Review Overdue
A002870,P002870,GROWTH,GROWTH,2023-08-15,,2025-08-14,63.96,0.0591,499.0,0,,Not Required,,GROWTH,Review Overdue
A002871,P002871,STRATEGIC,STRATEGIC,2023-10-30,,2024-10-29,5.0,0.0183,4999.0,1,Volume threshold waiver,Pending,Product Director,STRATEGIC,Review Overdue
A002872,P002872,GROWTH,GROWTH,2024-11-30,,2026-11-30,72.2,0.0672,499.0,0,,Not Required,,GROWTH,Active
A002873,P002873,PLATFORM_ISV,PLATFORM_ISV,2023-09-24,,2025-09-23,54.65,0.0462,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A002874,P002874,PLATFORM_ISV,PLATFORM_ISV,2021-01-24,,2022-01-24,26.66,0.0504,999.0,1,Volume threshold waiver,Pending,Pricing Governance,PLATFORM_ISV,Review Overdue
A002875,P002875,HIGH_RISK,HIGH_RISK,2025-05-12,,2027-05-12,111.0,0.0994,2999.0,0,,Not Required,,HIGH_RISK,Active
A002876,P002876,SCALE,SCALE,2023-12-19,,2025-12-18,52.82,0.0379,1999.0,0,,Not Required,,SCALE,Review Overdue
A002877,P002877,GROWTH,GROWTH,2023-04-15,,2025-04-14,72.42,0.0606,499.0,0,,Not Required,,GROWTH,Review Overdue
A002878,P002878,LAUNCH,LAUNCH,2020-08-08,,2022-08-08,81.24,0.0875,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002879,P002879,STRATEGIC,STRATEGIC,2024-02-29,,2026-02-28,25.6,0.0258,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A002880,P002880,GROWTH,GROWTH,2024-06-23,,2026-06-23,74.33,0.0614,499.0,0,,Not Required,,GROWTH,Review Overdue
A002881,P002881,LAUNCH,LAUNCH,2024-12-26,,2026-12-26,90.67,0.083,99.0,0,,Not Required,,LAUNCH,Active
A002882,P002882,PLATFORM_ISV,PLATFORM_ISV,2025-08-20,,2027-08-20,56.72,0.0532,999.0,0,,Not Required,,PLATFORM_ISV,Active
A002883,P002883,LAUNCH,LAUNCH,2025-07-03,,2027-07-03,92.59,0.078,99.0,0,,Not Required,,LAUNCH,Active
A002884,P002884,LAUNCH,LAUNCH,2024-12-06,,2026-12-06,90.7,0.0796,99.0,0,,Not Required,,LAUNCH,Active
A002885,P002885,HIGH_RISK,HIGH_RISK,2021-08-08,,2022-02-04,97.32,0.1004,2999.0,1,Legacy plan extension,Approved,Risk Review,HIGH_RISK,Review Overdue
A002886,P002886,STRATEGIC,GROWTH,2025-01-18,,2026-01-18,17.74,0.0221,4999.0,1,Volume threshold waiver,Approved,Product Director,STRATEGIC,Review Overdue
A002887,P002887,LAUNCH,LAUNCH,2021-08-25,,2023-08-25,90.1,0.0796,99.0,1,High-risk waiver,Approved,Pricing Governance,LAUNCH,Review Overdue
A002888,P002888,SCALE,SCALE,2024-11-26,,2026-11-26,44.82,0.0387,1999.0,0,,Not Required,,SCALE,Active
A002889,P002889,LAUNCH,LAUNCH,2024-06-03,,2026-06-03,90.22,0.077,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002890,P002890,GROWTH,GROWTH,2023-07-03,,2025-07-02,68.97,0.0632,499.0,0,,Not Required,,GROWTH,Review Overdue
A002891,P002891,SCALE,SCALE,2025-04-27,,2027-04-27,48.66,0.0369,1999.0,0,,Not Required,,SCALE,Active
A002892,P002892,PLATFORM_ISV,PLATFORM_ISV,2024-06-11,,2025-06-11,34.76,0.051,999.0,1,Legacy plan extension,Approved,Pricing Governance,PLATFORM_ISV,Review Overdue
A002893,P002893,LAUNCH,LAUNCH,2024-01-19,,2025-01-18,63.67,0.0714,99.0,1,Discounted bps,Approved,Product Director,LAUNCH,Review Overdue
A002894,P002894,HIGH_RISK,HIGH_RISK,2024-09-26,,2026-09-26,109.13,0.1005,2999.0,0,,Not Required,,HIGH_RISK,Review Due Soon
A002895,P002895,PLATFORM_ISV,PLATFORM_ISV,2025-04-28,,2027-04-28,60.94,0.0482,999.0,0,,Not Required,,PLATFORM_ISV,Active
A002896,P002896,PLATFORM_ISV,PLATFORM_ISV,2025-02-01,,2027-02-01,55.35,0.0474,999.0,0,,Not Required,,PLATFORM_ISV,Active
A002897,P002897,PLATFORM_ISV,PLATFORM_ISV,2023-03-02,,2025-03-01,50.23,0.0514,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A002898,P002898,LAUNCH,LAUNCH,2024-03-14,,2026-03-14,88.13,0.0848,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002899,P002899,LAUNCH,LAUNCH,2023-08-15,,2025-08-14,92.58,0.0779,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002900,P002900,GROWTH,GROWTH,2024-01-19,,2026-01-18,76.49,0.0533,499.0,0,,Not Required,,GROWTH,Review Overdue
A002901,P002901,PLATFORM_ISV,PLATFORM_ISV,2024-10-20,,2026-10-20,52.28,0.0451,999.0,0,,Not Required,,PLATFORM_ISV,Active
A002902,P002902,HIGH_RISK,HIGH_RISK,2021-11-22,,2023-11-22,110.77,0.0974,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A002903,P002903,LAUNCH,LAUNCH,2023-09-13,,2025-09-12,90.64,0.08,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002904,P002904,LAUNCH,LAUNCH,2023-06-04,,2025-06-03,90.05,0.0807,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002905,P002905,PLATFORM_ISV,PLATFORM_ISV,2023-07-11,,2025-07-10,61.65,0.0533,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A002906,P002906,SCALE,SCALE,2022-04-30,,2024-04-29,35.74,0.0454,1999.0,0,,Not Required,,SCALE,Review Overdue
A002907,P002907,GROWTH,GROWTH,2023-06-01,,2025-05-31,69.39,0.0664,499.0,0,,Not Required,,GROWTH,Review Overdue
A002908,P002908,LAUNCH,LAUNCH,2025-01-15,,2027-01-15,99.49,0.0767,99.0,0,,Not Required,,LAUNCH,Active
A002909,P002909,SCALE,SCALE,2020-01-07,,2022-01-06,51.16,0.0384,1999.0,0,,Not Required,,SCALE,Review Overdue
A002910,P002910,HIGH_RISK,HIGH_RISK,2023-04-18,,2025-04-17,111.77,0.0932,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A002911,P002911,PLATFORM_ISV,PLATFORM_ISV,2024-12-10,,2026-12-10,60.47,0.0531,999.0,0,,Not Required,,PLATFORM_ISV,Active
A002912,P002912,HIGH_RISK,HIGH_RISK,2023-03-20,,2025-03-19,108.74,0.0996,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A002913,P002913,STRATEGIC,STRATEGIC,2023-03-04,,2025-03-03,30.38,0.0313,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A002914,P002914,PLATFORM_ISV,PLATFORM_ISV,2024-10-13,,2026-10-13,49.33,0.046,999.0,0,,Not Required,,PLATFORM_ISV,Active
A002915,P002915,LAUNCH,LAUNCH,2024-10-05,,2026-10-05,92.6,0.079,99.0,0,,Not Required,,LAUNCH,Active
A002916,P002916,LAUNCH,LAUNCH,2024-10-11,,2026-10-11,92.22,0.0815,99.0,0,,Not Required,,LAUNCH,Active
A002917,P002917,HIGH_RISK,HIGH_RISK,2023-05-22,,2025-05-21,108.14,0.0931,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A002918,P002918,PLATFORM_ISV,PLATFORM_ISV,2023-07-29,,2025-07-28,53.71,0.0559,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A002919,P002919,LAUNCH,LAUNCH,2024-11-01,,2026-11-01,89.48,0.0875,99.0,0,,Not Required,,LAUNCH,Active
A002920,P002920,HIGH_RISK,HIGH_RISK,2025-07-02,,2027-07-02,109.09,0.1024,2999.0,0,,Not Required,,HIGH_RISK,Active
A002921,P002921,LAUNCH,LAUNCH,2024-09-26,,2026-09-26,91.54,0.0773,99.0,0,,Not Required,,LAUNCH,Review Due Soon
A002922,P002922,HIGH_RISK,HIGH_RISK,2024-07-24,,2026-07-24,109.14,0.0948,2999.0,0,,Not Required,,HIGH_RISK,Review Due Soon
A002923,P002923,HIGH_RISK,HIGH_RISK,2023-08-06,,2025-08-05,114.93,0.0944,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A002924,P002924,STRATEGIC,STRATEGIC,2025-02-14,,2027-02-14,31.54,0.025,4999.0,0,,Not Required,,STRATEGIC,Active
A002925,P002925,HIGH_RISK,HIGH_RISK,2022-07-27,,2024-07-26,113.89,0.0996,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A002926,P002926,GROWTH,GROWTH,2023-11-07,,2025-11-06,69.31,0.0617,499.0,0,,Not Required,,GROWTH,Review Overdue
A002927,P002927,PLATFORM_ISV,PLATFORM_ISV,2024-07-20,,2026-07-20,53.93,0.0526,999.0,0,,Not Required,,PLATFORM_ISV,Review Due Soon
A002928,P002928,GROWTH,GROWTH,2024-04-18,,2026-04-18,68.19,0.0565,499.0,0,,Not Required,,GROWTH,Review Overdue
A002929,P002929,LAUNCH,LAUNCH,2023-05-08,,2025-05-07,91.87,0.0852,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002930,P002930,LAUNCH,LAUNCH,2019-03-23,,2021-03-22,88.18,0.0711,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002931,P002931,PLATFORM_ISV,PLATFORM_ISV,2025-01-01,,2027-01-01,55.3,0.0514,999.0,0,,Not Required,,PLATFORM_ISV,Active
A002932,P002932,LAUNCH,LAUNCH,2023-04-27,,2025-04-26,87.61,0.0763,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002933,P002933,STRATEGIC,STRATEGIC,2023-05-11,,2025-05-10,24.69,0.0269,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A002934,P002934,PLATFORM_ISV,PLATFORM_ISV,2023-02-01,,2025-01-31,55.82,0.0463,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A002935,P002935,LAUNCH,LAUNCH,2023-08-14,,2025-08-13,89.69,0.0775,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002936,P002936,LEGACY_ENTERPRISE,LAUNCH,2022-12-13,,2023-12-13,31.03,0.0385,0.0,1,High-risk waiver,Pending,Pricing Governance,LEGACY_ENTERPRISE,Review Overdue
A002937,P002937,STRATEGIC,STRATEGIC,2020-11-30,,2022-11-30,26.76,0.0295,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A002938,P002938,LAUNCH,LAUNCH,2023-02-27,,2023-08-26,83.57,0.0699,0.0,1,Waived monthly minimum,Approved,Revenue Management,LAUNCH,Review Overdue
A002939,P002939,LAUNCH,LAUNCH,2024-05-22,,2026-05-22,92.77,0.0801,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002940,P002940,HIGH_RISK,HIGH_RISK,2025-07-08,,2027-07-08,111.23,0.0921,2999.0,0,,Not Required,,HIGH_RISK,Active
A002941,P002941,PLATFORM_ISV,PLATFORM_ISV,2025-01-05,,2027-01-05,53.84,0.0433,999.0,0,,Not Required,,PLATFORM_ISV,Active
A002942,P002942,HIGH_RISK,HIGH_RISK,2023-04-29,,2025-04-28,112.11,0.0953,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A002943,P002943,SCALE,SCALE,2023-03-31,,2025-03-30,50.07,0.0439,1999.0,0,,Not Required,,SCALE,Review Overdue
A002944,P002944,PLATFORM_ISV,PLATFORM_ISV,2023-01-05,,2025-01-04,48.53,0.0559,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A002945,P002945,LAUNCH,LAUNCH,2024-09-27,,2026-09-27,90.79,0.0794,99.0,0,,Not Required,,LAUNCH,Active
A002946,P002946,GROWTH,GROWTH,2023-05-06,,2025-05-05,74.46,0.0574,499.0,0,,Not Required,,GROWTH,Review Overdue
A002947,P002947,STRATEGIC,STRATEGIC,2023-07-21,,2024-07-20,5.0,0.0266,4999.0,1,Legacy plan extension,Expired,Pricing Governance,STRATEGIC,Expired
A002948,P002948,LAUNCH,LAUNCH,2025-01-03,,2027-01-03,94.14,0.0836,99.0,0,,Not Required,,LAUNCH,Active
A002949,P002949,SCALE,SCALE,2023-10-18,,2024-10-17,47.09,0.0371,1999.0,1,High-risk waiver,Expired,Product Director,SCALE,Expired
A002950,P002950,LAUNCH,LAUNCH,2024-01-16,,2026-01-15,90.54,0.0769,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002951,P002951,HIGH_RISK,HIGH_RISK,2025-06-11,,2027-06-11,111.88,0.0999,2999.0,0,,Not Required,,HIGH_RISK,Active
A002952,P002952,PLATFORM_ISV,PLATFORM_ISV,2024-12-20,,2026-12-20,53.59,0.0479,999.0,0,,Not Required,,PLATFORM_ISV,Active
A002953,P002953,SCALE,SCALE,2024-09-17,,2026-09-17,47.59,0.0424,1999.0,0,,Not Required,,SCALE,Review Due Soon
A002954,P002954,PLATFORM_ISV,PLATFORM_ISV,2023-09-24,,2025-09-23,61.69,0.0548,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A002955,P002955,PLATFORM_ISV,PLATFORM_ISV,2024-07-08,,2026-07-08,53.85,0.0468,999.0,0,,Not Required,,PLATFORM_ISV,Review Due Soon
A002956,P002956,GROWTH,GROWTH,2024-06-02,,2026-06-02,67.93,0.0553,499.0,0,,Not Required,,GROWTH,Review Overdue
A002957,P002957,GROWTH,GROWTH,2024-10-15,,2026-10-15,64.07,0.0582,499.0,0,,Not Required,,GROWTH,Active
A002958,P002958,LAUNCH,LAUNCH,2020-01-08,,2022-01-07,84.01,0.0831,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002959,P002959,GROWTH,GROWTH,2024-10-16,,2026-10-16,64.91,0.062,499.0,0,,Not Required,,GROWTH,Active
A002960,P002960,LAUNCH,LAUNCH,2025-08-23,,2027-08-23,90.89,0.0801,99.0,0,,Not Required,,LAUNCH,Active
A002961,P002961,STRATEGIC,STRATEGIC,2025-08-29,,2027-08-29,28.73,0.033,4999.0,0,,Not Required,,STRATEGIC,Active
A002962,P002962,STRATEGIC,SCALE,2020-02-11,,2022-02-10,5.0,0.0317,4999.0,1,Legacy plan extension,Approved,Revenue Management,STRATEGIC,Review Overdue
A002963,P002963,SCALE,SCALE,2024-07-19,,2026-07-19,46.26,0.0359,1999.0,0,,Not Required,,SCALE,Review Due Soon
A002964,P002964,GROWTH,GROWTH,2024-12-05,,2026-12-05,61.27,0.0655,499.0,0,,Not Required,,GROWTH,Active
A002965,P002965,PROMO_GROWTH,SCALE,2023-12-07,,2024-12-06,31.8,0.0305,299.0,1,Discounted bps,Approved,Risk Review,PROMO_GROWTH,Review Overdue
A002966,P002966,GROWTH,GROWTH,2023-10-14,,2025-10-13,63.28,0.0639,499.0,0,,Not Required,,GROWTH,Review Overdue
A002967,P002967,HIGH_RISK,HIGH_RISK,2023-12-31,,2025-12-30,108.85,0.0985,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A002968,P002968,PLATFORM_ISV,PLATFORM_ISV,2025-02-13,,2027-02-13,53.58,0.0533,999.0,0,,Not Required,,PLATFORM_ISV,Active
A002969,P002969,SCALE,SCALE,2019-07-19,,2021-07-18,51.19,0.0391,1999.0,0,,Not Required,,SCALE,Review Overdue
A002970,P002970,LAUNCH,LAUNCH,2025-07-02,,2027-07-02,80.89,0.0813,99.0,0,,Not Required,,LAUNCH,Active
A002971,P002971,GROWTH,GROWTH,2024-03-07,,2026-03-07,69.54,0.0599,499.0,0,,Not Required,,GROWTH,Review Overdue
A002972,P002972,PLATFORM_ISV,PLATFORM_ISV,2024-08-13,,2025-02-09,25.11,0.0496,999.0,1,Legacy plan extension,Pending,Revenue Management,PLATFORM_ISV,Review Overdue
A002973,P002973,HIGH_RISK,HIGH_RISK,2023-05-28,,2025-05-27,107.53,0.1043,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A002974,P002974,GROWTH,GROWTH,2024-10-27,,2026-10-27,72.89,0.058,499.0,0,,Not Required,,GROWTH,Active
A002975,P002975,PLATFORM_ISV,PLATFORM_ISV,2024-04-03,,2026-04-03,53.26,0.0501,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A002976,P002976,SCALE,SCALE,2024-02-29,,2026-02-28,50.49,0.0421,1999.0,0,,Not Required,,SCALE,Review Overdue
A002977,P002977,SCALE,SCALE,2023-07-28,,2025-07-27,51.38,0.0452,1999.0,0,,Not Required,,SCALE,Review Overdue
A002978,P002978,LAUNCH,LAUNCH,2022-08-21,,2024-08-20,98.61,0.0843,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002979,P002979,LEGACY_ENTERPRISE,GROWTH,2019-01-29,,2021-01-28,15.85,0.0309,0.0,1,Legacy plan extension,Approved,Risk Review,LEGACY_ENTERPRISE,Review Overdue
A002980,P002980,HIGH_RISK,HIGH_RISK,2022-07-29,,2024-07-28,109.7,0.099,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A002981,P002981,GROWTH,GROWTH,2025-02-09,,2027-02-09,69.28,0.0536,499.0,0,,Not Required,,GROWTH,Active
A002982,P002982,SCALE,SCALE,2024-12-27,,2026-12-27,37.13,0.0371,1999.0,0,,Not Required,,SCALE,Active
A002983,P002983,GROWTH,GROWTH,2023-03-21,,2025-03-20,77.32,0.056,499.0,0,,Not Required,,GROWTH,Review Overdue
A002984,P002984,LEGACY_ENTERPRISE,SCALE,2018-01-19,,2019-01-19,21.17,0.0266,0.0,1,Volume threshold waiver,Expired,Risk Review,LEGACY_ENTERPRISE,Expired
A002985,P002985,LAUNCH,LAUNCH,2025-07-08,,2026-07-08,93.6,0.0742,0.0,1,Waived monthly minimum,Approved,Product Director,LAUNCH,Review Due Soon
A002986,P002986,LAUNCH,LAUNCH,2023-09-27,,2025-09-26,93.96,0.0834,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002987,P002987,PLATFORM_ISV,PLATFORM_ISV,2024-03-07,,2026-03-07,55.04,0.0526,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A002988,P002988,LAUNCH,LAUNCH,2023-08-21,,2025-08-20,94.36,0.089,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002989,P002989,LAUNCH,LAUNCH,2024-05-22,,2026-05-22,94.64,0.0803,99.0,0,,Not Required,,LAUNCH,Review Overdue
A002990,P002990,LAUNCH,LAUNCH,2025-04-09,,2027-04-09,85.63,0.0878,99.0,0,,Not Required,,LAUNCH,Active
A002991,P002991,HIGH_RISK,HIGH_RISK,2025-07-10,,2027-07-10,114.37,0.0985,2999.0,0,,Not Required,,HIGH_RISK,Active
A002992,P002992,LAUNCH,LAUNCH,2024-12-30,,2026-12-30,95.66,0.0767,99.0,0,,Not Required,,LAUNCH,Active
A002993,P002993,PLATFORM_ISV,PLATFORM_ISV,2025-06-08,,2027-06-08,55.13,0.0482,999.0,0,,Not Required,,PLATFORM_ISV,Active
A002994,P002994,PLATFORM_ISV,PLATFORM_ISV,2024-01-19,,2026-01-18,57.25,0.0397,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A002995,P002995,SCALE,SCALE,2020-09-06,,2022-09-06,42.33,0.0455,1999.0,0,,Not Required,,SCALE,Review Overdue
A002996,P002996,SCALE,SCALE,2025-03-12,,2025-09-08,48.18,0.0429,1999.0,1,High-risk waiver,Approved,Pricing Governance,SCALE,Review Overdue
A002997,P002997,PLATFORM_ISV,PLATFORM_ISV,2023-03-09,,2025-03-08,65.77,0.0488,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A002998,P002998,GROWTH,GROWTH,2024-07-15,,2026-07-15,74.69,0.057,499.0,0,,Not Required,,GROWTH,Review Due Soon
A002999,P002999,HIGH_RISK,HIGH_RISK,2018-05-23,,2020-05-22,116.75,0.0967,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A003000,P003000,PLATFORM_ISV,PLATFORM_ISV,2019-11-10,,2021-11-09,52.43,0.0405,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A003001,P003001,PLATFORM_ISV,PLATFORM_ISV,2023-04-07,,2025-04-06,57.1,0.0524,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
