partner_id,partner_name,partner_type,industry_vertical,partner_size,partner_status,country,state,city,region,integration_type,sales_channel,risk_tier,kyc_status,pci_level,onboarding_date,relationship_manager_region,synthetic_record_flag,assignment_id,pricing_plan_id,recommended_pricing_plan_id,effective_date,expiration_date,review_due_date,negotiated_bps,negotiated_per_txn_fee_usd,monthly_minimum_fee_usd,exception_flag,exception_type,approval_status,approved_by_role,month,txn_count,payment_volume_usd,avg_ticket_usd,txn_growth_pct,volume_growth_pct,chargeback_rate,auth_approval_rate,active_merchants,refunds_usd,net_revenue_usd,gross_margin_usd,gross_margin_rate,as_of_month,partner_segment,segment_reason
P000001,NorthStar Commerce 0001,Technology Platform,Travel,SMB,Suspended,US,NY,New York,Northeast,API,Direct,High,Approved,Level 3,2019-06-15,Northeast,1,A000001,HIGH_RISK,HIGH_RISK,2023-04-12,,2025-04-11,106.63,0.102,2999.0,0,None,Not Required,None,2025-12-01,126,13089.63,103.11,18.87,13.9,0.0171,0.85482,6,202.09,3151.43,757.29,0.2403,2025-12-01,Inactive / Monitor,Status=Suspended; risk=High; volume=13090; txn_growth=18.87; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000474,Prairie Market 0474,ISV,Retail,Mid-Market,Dormant,US,NV,Reno,West,SDK,Alliance,High,Approved,Level 3,2020-12-15,West,1,A000474,HIGH_RISK,HIGH_RISK,2020-03-10,,2022-03-10,109.03,0.0994,2999.0,0,None,Not Required,None,2025-12-01,2809,182066.82,64.81,4.04,10.46,0.01562,0.90326,6,1233.09,5263.29,1711.62,0.3252,2025-12-01,Inactive / Monitor,Status=Dormant; risk=High; volume=182067; txn_growth=4.04; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000475,Granite Financial 0475,ISV,Retail,SMB,Active,US,IL,Peoria,Midwest,SFTP,Referral,Low,Approved,Level 3,2022-01-26,Midwest,1,A000475,LAUNCH,LAUNCH,2024-07-26,,2026-07-26,90.16,0.0813,99.0,0,None,Not Required,None,2025-12-01,2145,196482.17,91.58,-11.47,-14.17,0.00441,0.95871,1,3830.35,2044.87,1159.44,0.567,2025-12-01,Core Partner,Status=Active; risk=Low; volume=196482; txn_growth=-11.47; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000476,Riverbend Commerce 0476,Financial Institution,Utilities,SMB,Active,US,MN,Duluth,Midwest,SDK,Direct,Medium,Approved,Level 1,2018-03-24,Midwest,1,A000476,LAUNCH,LAUNCH,2023-06-28,,2023-12-25,71.98,0.079,99.0,1,Legacy plan extension,Pending,Revenue Management,2025-12-01,1132,146338.26,129.2,0.0,-4.08,0.00596,0.90746,2,1533.03,1241.77,619.52,0.4989,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=146338; txn_growth=0.0; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000477,Clearwater Processing 0477,ISO/Reseller,Logistics,Mid-Market,Dormant,US,CA,San Diego,West,Hosted Checkout,Direct,Medium,Approved,Level 3,2020-11-21,West,1,A000477,LAUNCH,LAUNCH,2020-10-22,,2022-10-22,95.04,0.0814,99.0,0,None,Not Required,None,2025-12-01,319,74983.54,234.72,0.95,2.14,0.00464,0.8791,29,1258.81,837.61,312.34,0.3729,2025-12-01,Inactive / Monitor,Status=Dormant; risk=Medium; volume=74984; txn_growth=0.95; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000478,Oakstone Processing 0478,ISV,Retail,Enterprise,Active,US,IL,Chicago,Midwest,API,Alliance,Low,Expired,Level 3,2023-08-28,Midwest,1,A000478,PLATFORM_ISV,PLATFORM_ISV,2023-04-09,,2025-04-08,63.84,0.0495,999.0,0,None,Not Required,None,2025-12-01,124306,8022087.4,64.53,13.3,20.27,0.00264,0.91088,31,185455.71,58365.15,29655.33,0.5081,2025-12-01,Core Partner,Status=Active; risk=Low; volume=8022087; txn_growth=13.3; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000479,Riverbend Billing 0479,Merchant Acquirer,Professional Services,SMB,Active,US,MI,Ann Arbor,Midwest,Hosted Checkout,Direct,Medium,Approved,Level 2,2017-07-13,Midwest,1,A000479,LAUNCH,LAUNCH,2023-12-27,,2025-12-26,91.65,0.0785,99.0,0,None,Not Required,None,2025-12-01,515,75601.06,146.78,0.98,2.04,0.00398,0.89747,2,1853.41,832.31,346.82,0.4167,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=75601; txn_growth=0.98; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000480,Clearwater PayTech 0480,ISO/Reseller,Healthcare,Mid-Market,Active,US,IL,Naperville,Midwest,Direct Processor,Direct,Low,Approved,Level 4,2019-09-02,Midwest,1,A000480,GROWTH,GROWTH,2024-10-30,,2026-10-30,65.25,0.0627,499.0,0,None,Not Required,None,2025-12-01,11816,1437961.25,121.69,7.99,3.42,0.0001,0.92748,17,10017.1,10622.56,7016.2,0.6605,2025-12-01,Core Partner,Status=Active; risk=Low; volume=1437961; txn_growth=7.99; assigned_plan=GROWTH; recommended_plan=GROWTH
P000481,Sunrise Solutions 0481,Merchant Acquirer,Professional Services,SMB,Dormant,US,NC,Raleigh,South,API,Referral,Medium,Approved,Level 1,2018-10-28,South,1,A000481,LAUNCH,LAUNCH,2025-05-30,,2027-05-30,92.37,0.0785,99.0,0,None,Not Required,None,2025-12-01,206,40864.77,197.69,8.99,12.12,0.00692,0.8714,1,527.9,492.64,202.52,0.4111,2025-12-01,Inactive / Monitor,Status=Dormant; risk=Medium; volume=40865; txn_growth=8.99; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000482,Copper Market 0482,Merchant Acquirer,Fintech,SMB,Active,US,WA,Seattle,West,SFTP,Alliance,Low,Approved,Level 2,2024-04-05,West,1,A000482,LAUNCH,LAUNCH,2024-05-24,,2026-05-24,90.52,0.0769,99.0,0,None,Not Required,None,2025-12-01,2036,198438.95,97.44,25.83,16.55,0.00337,0.94815,1,2971.57,2051.84,1078.86,0.5258,2025-12-01,Core Partner,Status=Active; risk=Low; volume=198439; txn_growth=25.83; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000483,Oakstone PayWorks 0483,Bank Sponsor,Government,Strategic,Active,US,FL,Tampa,South,Direct Processor,Alliance,Medium,Approved,Level 4,2018-04-06,South,1,A000483,STRATEGIC,STRATEGIC,2024-08-03,,2026-08-03,23.74,0.03,4999.0,0,None,Not Required,None,2025-12-01,320263,52844058.59,165.0,-0.34,5.92,0.00851,0.91641,121,614687.0,140058.69,50981.36,0.364,2025-12-01,Strategic Growth,Status=Active; risk=Medium; volume=52844059; txn_growth=-0.34; assigned_plan=STRATEGIC; recommended_plan=STRATEGIC
P000484,Keystone Merchant Services 0484,Marketplace,Retail,SMB,Active,US,NC,Raleigh,South,API,Referral,Medium,Approved,Level 2,2019-03-11,South,1,A000484,STRATEGIC,GROWTH,2023-02-22,,2024-02-22,27.04,0.0216,4999.0,1,High-risk waiver,Approved,Revenue Management,2025-12-01,7966,530843.38,66.63,28.96,26.46,0.00606,0.89788,1,8969.95,6606.47,2725.83,0.4126,2025-12-01,High-Growth Platform,Status=Active; risk=Medium; volume=530843; txn_growth=28.96; assigned_plan=STRATEGIC; recommended_plan=GROWTH
P000485,Keystone Connect 0485,ISV,Retail,Enterprise,Dormant,US,GA,Augusta,South,API,Partner-sourced,Medium,Expired,Level 4,2022-09-27,South,1,A000485,PLATFORM_ISV,PLATFORM_ISV,2025-02-08,,2027-02-08,53.52,0.0579,999.0,0,None,Not Required,None,2025-12-01,8059,567528.06,70.41,23.51,14.36,0.00817,0.92848,28,9727.86,4503.03,2105.17,0.4675,2025-12-01,Inactive / Monitor,Status=Dormant; risk=Medium; volume=567528; txn_growth=23.51; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000486,Sunrise Checkout 0486,Merchant Acquirer,Gaming,Mid-Market,Active,US,NV,Reno,West,API,Direct,Medium,Approved,Level 3,2023-04-17,West,1,A000486,HIGH_RISK,HIGH_RISK,2024-05-24,,2026-05-24,111.4,0.0972,2999.0,0,None,Not Required,None,2025-12-01,50114,1758388.43,35.09,-16.29,9.35,0.01102,0.89075,1,42511.55,27458.53,12235.52,0.4456,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=1758388; txn_growth=-16.29; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000487,Ironwood PayTech 0487,Financial Institution,Nonprofit,Mid-Market,Suspended,US,AZ,Scottsdale,West,SFTP,Referral,Low,Approved,Level 1,2023-08-03,West,1,A000487,LAUNCH,LAUNCH,2025-07-03,,2027-07-03,82.88,0.0793,99.0,0,None,Not Required,None,2025-12-01,454,21397.19,47.04,15.82,7.03,0.00283,0.9332,8,492.69,312.34,153.33,0.4909,2025-12-01,Inactive / Monitor,Status=Suspended; risk=Low; volume=21397; txn_growth=15.82; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000488,Ironwood Merchant Services 0488,ISO/Reseller,Logistics,Strategic,Active,US,TX,Houston,South,API,Direct,Low,Expired,Level 3,2020-01-25,South,1,A000488,STRATEGIC,STRATEGIC,2024-11-29,,2026-11-29,12.94,0.0281,4999.0,0,None,Not Required,None,2025-12-01,102142,25408801.19,248.76,11.92,16.51,0.00782,0.95373,108,224771.4,40748.18,22187.38,0.5445,2025-12-01,Strategic Growth,Status=Active; risk=Low; volume=25408801; txn_growth=11.92; assigned_plan=STRATEGIC; recommended_plan=STRATEGIC
P000489,Riverbend Checkout 0489,ISO/Reseller,Logistics,SMB,Active,US,VA,Norfolk,South,SDK,Direct,Medium,Approved,Level 3,2023-07-26,South,1,A000489,LAUNCH,LAUNCH,2025-06-22,,2027-06-22,90.29,0.0786,99.0,0,None,Not Required,None,2025-12-01,619,147911.68,238.61,4.74,-1.74,0.00927,0.92193,3,2917.84,1483.15,756.26,0.5099,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=147912; txn_growth=4.74; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000490,Riverbend Platform 0490,ISV,Hospitality,SMB,Active,US,NV,Reno,West,SFTP,Referral,Low,Approved,Level 3,2019-01-05,West,1,A000490,LAUNCH,LAUNCH,2024-08-28,,2026-08-28,83.23,0.0848,99.0,0,None,Not Required,None,2025-12-01,2694,235384.7,87.37,27.98,34.15,0.00269,0.92964,1,2319.36,2286.56,1237.71,0.5413,2025-12-01,High-Growth Platform,Status=Active; risk=Low; volume=235385; txn_growth=27.98; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000491,RedRock Merchant Services 0491,Technology Platform,Government,Mid-Market,Active,US,FL,Orlando,South,API,Referral,High,Approved,Level 3,2024-09-10,South,1,A000491,HIGH_RISK,HIGH_RISK,2024-02-29,,2026-02-28,113.63,0.1025,2999.0,0,None,Not Required,None,2025-12-01,6145,1687674.46,274.64,6.41,7.06,0.01593,0.8684,9,13772.68,22805.91,6440.39,0.2824,2025-12-01,Risk Review,Status=Active; risk=High; volume=1687674; txn_growth=6.41; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000492,Clearwater Market 0492,Merchant Acquirer,Gaming,SMB,Active,US,NC,Charlotte,South,Hosted Checkout,Direct,Medium,Approved,Level 2,2018-10-31,South,1,A000492,HIGH_RISK,HIGH_RISK,2025-07-31,,2027-07-31,108.99,0.1005,2999.0,0,None,Not Required,None,2025-12-01,2195,80666.25,36.73,-4.81,-2.18,0.00714,0.90779,2,1779.09,4098.78,2378.93,0.5804,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=80666; txn_growth=-4.81; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000493,Silverline Solutions 0493,Technology Platform,Travel,Mid-Market,Active,US,TX,Houston,South,Hosted Checkout,Alliance,Low,Approved,Level 4,2020-08-14,South,1,A000493,HIGH_RISK,HIGH_RISK,2023-05-31,,2025-05-30,105.81,0.1001,2999.0,0,None,Not Required,None,2025-12-01,7001,2205595.35,315.01,-9.71,-5.22,0.01081,0.91887,15,42329.12,27037.2,14397.31,0.5325,2025-12-01,Core Partner,Status=Active; risk=Low; volume=2205595; txn_growth=-9.71; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000494,Maple Platform 0494,ISV,SaaS,SMB,Active,US,CA,San Jose,West,API,Partner-sourced,Low,Approved,Level 1,2020-10-25,West,1,A000494,PLATFORM_ISV,PLATFORM_ISV,2025-08-30,,2027-08-30,54.41,0.0479,999.0,0,None,Not Required,None,2025-12-01,3187,305319.39,95.79,-12.23,-4.71,0.00221,0.96321,1,6445.93,2812.9,1405.32,0.4996,2025-12-01,Core Partner,Status=Active; risk=Low; volume=305319; txn_growth=-12.23; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000495,Granite PayWorks 0495,Technology Platform,Healthcare,SMB,Pilot,US,FL,Orlando,South,Hosted Checkout,Alliance,Medium,Approved,Level 2,2025-06-25,South,1,A000495,LAUNCH,LAUNCH,2025-07-25,,2027-07-25,80.12,0.0825,99.0,0,None,Not Required,None,2025-12-01,931,169202.15,181.64,-14.74,-11.91,0.00355,0.89949,6,2421.81,1531.46,709.98,0.4636,2025-12-01,Inactive / Monitor,Status=Pilot; risk=Medium; volume=169202; txn_growth=-14.74; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000496,Copper Billing 0496,Technology Platform,Retail,SMB,Active,US,NY,New York,Northeast,Direct Processor,Direct,Low,Approved,Level 2,2020-11-02,Northeast,1,A000496,SCALE,GROWTH,2024-04-15,,2024-10-12,28.88,0.045,1999.0,1,Volume threshold waiver,Approved,Product Director,2025-12-01,6955,534801.03,76.89,13.51,12.46,0.0001,0.93445,5,9447.15,3856.48,2108.34,0.5467,2025-12-01,Pricing Review,Status=Active; risk=Low; volume=534801; txn_growth=13.51; assigned_plan=SCALE; recommended_plan=GROWTH
P000497,Summit Commerce 0497,ISV,Logistics,SMB,Active,US,GA,Atlanta,South,SFTP,Alliance,Low,Approved,Level 3,2017-03-19,South,1,A000497,LAUNCH,LAUNCH,2023-02-01,,2025-01-31,73.03,0.0782,99.0,1,Legacy plan extension,Pending,Product Director,2025-12-01,607,140625.45,231.38,8.78,3.53,0.00617,0.9375,5,3348.07,1173.46,692.81,0.5904,2025-12-01,Core Partner,Status=Active; risk=Low; volume=140625; txn_growth=8.78; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000498,NorthStar Billing 0498,ISV,Retail,Mid-Market,Suspended,US,CA,Los Angeles,West,API,Alliance,Medium,Approved,Level 4,2018-01-31,West,1,A000498,LAUNCH,LAUNCH,2025-05-22,,2027-05-22,88.9,0.0738,99.0,0,None,Not Required,None,2025-12-01,1724,95316.25,55.27,19.47,23.9,0.00445,0.87979,15,1704.84,1073.59,548.6,0.511,2025-12-01,Inactive / Monitor,Status=Suspended; risk=Medium; volume=95316; txn_growth=19.47; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000499,Brightpath Market 0499,ISO/Reseller,Healthcare,Mid-Market,Active,US,MI,Detroit,Midwest,API,Direct,Low,Approved,Level 3,2020-12-13,Midwest,1,A000499,GROWTH,GROWTH,2024-07-18,,2026-07-18,74.49,0.0571,499.0,0,None,Not Required,None,2025-12-01,4387,492000.37,112.13,-2.14,-6.3,0.00342,0.95469,10,4140.16,4414.41,2786.38,0.6312,2025-12-01,Core Partner,Status=Active; risk=Low; volume=492000; txn_growth=-2.14; assigned_plan=GROWTH; recommended_plan=GROWTH
P000500,Riverbend PayTech 0500,ISO/Reseller,Fintech,SMB,Active,US,MN,Duluth,Midwest,SFTP,Referral,Medium,Approved,Level 4,2025-06-16,Midwest,1,A000500,LAUNCH,LAUNCH,2023-12-23,,2025-12-22,88.53,0.0825,99.0,0,None,Not Required,None,2025-12-01,731,60612.97,82.9,15.66,0.78,0.00553,0.88763,1,1117.23,695.91,317.4,0.4561,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=60613; txn_growth=15.66; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000501,Summit PayTech 0501,Gateway,Logistics,Enterprise,Active,US,WA,Seattle,West,SFTP,Partner-sourced,Low,Approved,Level 2,2020-12-24,West,1,A000501,GROWTH,GROWTH,2023-10-10,,2025-10-09,72.07,0.061,499.0,0,None,Not Required,None,2025-12-01,6748,1777142.04,263.33,-7.57,-4.19,0.00323,0.91942,71,24006.4,13718.49,7150.08,0.5212,2025-12-01,Core Partner,Status=Active; risk=Low; volume=1777142; txn_growth=-7.57; assigned_plan=GROWTH; recommended_plan=GROWTH
P000502,Riverbend Solutions 0502,Merchant Acquirer,Government,SMB,Active,US,IL,Naperville,Midwest,Hosted Checkout,Direct,Low,Approved,Level 2,2025-02-05,Midwest,1,A000502,LAUNCH,LAUNCH,2023-10-25,,2025-10-24,90.4,0.0805,99.0,0,None,Not Required,None,2025-12-01,488,140347.24,287.39,-12.23,-14.25,0.0011,0.90069,13,1692.67,1407.02,682.55,0.4851,2025-12-01,Core Partner,Status=Active; risk=Low; volume=140347; txn_growth=-12.23; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000503,Ironwood Gateway 0503,Merchant Acquirer,Education,Enterprise,Active,US,TX,Austin,South,Hosted Checkout,Alliance,Medium,Pending Review,Level 4,2017-10-13,South,1,A000503,STRATEGIC,STRATEGIC,2022-01-02,,2024-01-02,22.27,0.0348,4999.0,0,None,Not Required,None,2025-12-01,151945,13737335.12,90.41,10.28,6.55,0.00701,0.87158,31,74254.88,40879.73,17933.94,0.4387,2025-12-01,Strategic Growth,Status=Active; risk=Medium; volume=13737335; txn_growth=10.28; assigned_plan=STRATEGIC; recommended_plan=STRATEGIC
P000504,Evergreen PayWorks 0504,ISV,Utilities,Mid-Market,Active,US,PA,Harrisburg,Northeast,API,Partner-sourced,Low,Approved,Level 3,2023-08-16,Northeast,1,A000504,PLATFORM_ISV,PLATFORM_ISV,2024-05-23,,2026-05-23,64.58,0.0507,999.0,0,None,Not Required,None,2025-12-01,16314,2143144.27,131.36,-4.82,5.22,0.00648,0.93958,8,10914.59,15666.55,8942.47,0.5708,2025-12-01,Core Partner,Status=Active; risk=Low; volume=2143144; txn_growth=-4.82; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000505,RedRock Billing 0505,Technology Platform,Utilities,SMB,Active,US,WA,Bellevue,West,SDK,Alliance,Medium,Rejected,Level 3,2025-01-01,West,1,A000505,LAUNCH,LAUNCH,2024-01-02,,2026-01-01,91.64,0.0732,99.0,0,None,Not Required,None,2025-12-01,1010,124628.68,123.31,4.34,5.29,0.00537,0.88392,23,594.04,1315.03,625.43,0.4756,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=124629; txn_growth=4.34; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000506,Summit Financial 0506,Merchant Acquirer,SaaS,Strategic,Active,US,CA,San Francisco,West,Hosted Checkout,Referral,High,Approved,Level 3,2022-06-28,West,1,A000506,HIGH_RISK,HIGH_RISK,2019-10-07,,2021-10-06,105.43,0.0913,2999.0,0,None,Not Required,None,2025-12-01,477934,40695655.49,85.15,-2.54,0.99,0.01633,0.82426,93,297580.46,475688.67,142944.45,0.3005,2025-12-01,Risk Review,Status=Active; risk=High; volume=40695655; txn_growth=-2.54; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000507,Riverbend Connect 0507,Technology Platform,Gaming,Enterprise,Active,US,UT,Salt Lake City,West,API,Direct,Medium,Approved,Level 1,2023-12-28,West,1,A000507,HIGH_RISK,HIGH_RISK,2018-05-05,,2020-05-04,105.42,0.1009,2999.0,0,None,Not Required,None,2025-12-01,564926,11350381.68,20.09,-5.2,-10.42,0.0078,0.88905,56,38124.58,179655.76,90025.5,0.5011,2025-12-01,Strategic Growth,Status=Active; risk=Medium; volume=11350382; txn_growth=-5.2; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000508,Granite Payments 0508,Financial Institution,Healthcare,Mid-Market,Active,US,MA,Springfield,Northeast,SDK,Partner-sourced,Low,Approved,Level 4,2017-05-10,Northeast,1,A000508,SCALE,SCALE,2025-03-06,,2027-03-06,47.86,0.0381,1999.0,0,None,Not Required,None,2025-12-01,24212,2778145.37,114.74,17.48,13.15,0.00381,0.97739,6,12670.62,16217.68,8277.5,0.5104,2025-12-01,Core Partner,Status=Active; risk=Low; volume=2778145; txn_growth=17.48; assigned_plan=SCALE; recommended_plan=SCALE
P000509,Riverbend PayWorks 0509,Merchant Acquirer,Professional Services,SMB,Active,US,VA,Richmond,South,SDK,Referral,Low,Approved,Level 1,2018-11-04,South,1,A000509,GROWTH,GROWTH,2024-04-25,,2026-04-25,72.71,0.0587,499.0,0,None,Not Required,None,2025-12-01,1896,383089.86,202.04,2.27,0.83,0.00102,0.9358,6,2162.99,3395.74,1821.14,0.5363,2025-12-01,Core Partner,Status=Active; risk=Low; volume=383090; txn_growth=2.27; assigned_plan=GROWTH; recommended_plan=GROWTH
P000510,Silverline Solutions 0510,ISO/Reseller,Retail,Mid-Market,Active,US,CO,Aurora,West,Hosted Checkout,Direct,Medium,Approved,Level 2,2017-08-17,West,1,A000510,SCALE,SCALE,2023-12-02,,2025-12-01,40.1,0.0462,1999.0,0,None,Not Required,None,2025-12-01,120658,3814728.56,31.62,18.82,20.79,0.00776,0.87571,4,26514.02,22870.46,5994.35,0.2621,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=3814729; txn_growth=18.82; assigned_plan=SCALE; recommended_plan=SCALE
P000511,Skyline Billing 0511,ISO/Reseller,Professional Services,Strategic,Active,US,NC,Greensboro,South,SDK,Referral,Low,Approved,Level 3,2025-04-28,South,1,A000511,STRATEGIC,STRATEGIC,2020-12-10,,2022-12-10,23.72,0.0222,4999.0,0,None,Not Required,None,2025-12-01,26307,6896699.56,262.16,4.03,1.71,0.00621,0.87604,33,112005.29,21941.99,11756.52,0.5358,2025-12-01,Strategic Growth,Status=Active; risk=Low; volume=6896700; txn_growth=4.03; assigned_plan=STRATEGIC; recommended_plan=STRATEGIC
P000512,Riverbend Connect 0512,Merchant Acquirer,Nonprofit,Strategic,Active,US,NY,Albany,Northeast,API,Partner-sourced,Low,Approved,Level 1,2017-12-14,Northeast,1,A000512,STRATEGIC,STRATEGIC,2023-05-13,,2025-05-12,26.7,0.0291,4999.0,0,None,Not Required,None,2025-12-01,546607,25366244.91,46.41,-0.59,4.18,0.00187,0.98676,66,255299.17,88633.14,48898.9,0.5517,2025-12-01,Strategic Growth,Status=Active; risk=Low; volume=25366245; txn_growth=-0.59; assigned_plan=STRATEGIC; recommended_plan=STRATEGIC
P000513,NorthStar PayWorks 0513,Technology Platform,Healthcare,Mid-Market,Active,US,TN,Memphis,South,API,Referral,Low,Approved,Level 4,2022-04-08,South,1,A000513,PLATFORM_ISV,PLATFORM_ISV,2023-10-23,,2025-10-22,55.63,0.0536,999.0,0,None,Not Required,None,2025-12-01,13885,1627046.53,117.18,-2.31,5.76,0.0001,0.98621,20,13774.7,10794.5,6697.99,0.6205,2025-12-01,Core Partner,Status=Active; risk=Low; volume=1627047; txn_growth=-2.31; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000514,Oakstone PayTech 0514,ISO/Reseller,Professional Services,SMB,Active,US,NJ,Trenton,Northeast,Hosted Checkout,Direct,Low,Approved,Level 4,2023-11-24,Northeast,1,A000514,LAUNCH,LAUNCH,2019-09-05,,2021-09-04,94.91,0.0825,99.0,0,None,Not Required,None,2025-12-01,494,43210.4,87.31,-9.69,-5.02,0.00336,0.91203,2,915.57,549.86,284.88,0.5181,2025-12-01,Core Partner,Status=Active; risk=Low; volume=43210; txn_growth=-9.69; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000515,Brightpath Platform 0515,ISO/Reseller,Hospitality,Enterprise,Active,US,AZ,Tucson,West,API,Referral,Medium,Approved,Level 4,2019-07-15,West,1,A000515,STRATEGIC,STRATEGIC,2023-12-11,,2025-12-10,31.53,0.0335,4999.0,0,None,Not Required,None,2025-12-01,150598,13782636.25,91.52,35.77,28.34,0.00896,0.91433,221,280139.25,53500.69,24176.96,0.4519,2025-12-01,Strategic Growth,Status=Active; risk=Medium; volume=13782636; txn_growth=35.77; assigned_plan=STRATEGIC; recommended_plan=STRATEGIC
P000516,Riverbend Solutions 0516,Technology Platform,Professional Services,SMB,Active,US,AZ,Tempe,West,SFTP,Direct,Medium,Approved,Level 3,2020-05-13,West,1,A000516,GROWTH,GROWTH,2019-05-01,,2021-04-30,72.87,0.0578,499.0,0,None,Not Required,None,2025-12-01,2155,363473.35,168.65,7.8,5.81,0.00568,0.88546,4,2984.92,3272.19,1321.31,0.4038,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=363473; txn_growth=7.8; assigned_plan=GROWTH; recommended_plan=GROWTH
P000517,Copper Checkout 0517,Merchant Acquirer,Travel,Mid-Market,Suspended,US,NY,Buffalo,Northeast,Batch File,Referral,High,Approved,Level 1,2019-02-04,Northeast,1,A000517,HIGH_RISK,HIGH_RISK,2025-03-23,,2027-03-23,111.07,0.1038,2999.0,0,None,Not Required,None,2025-12-01,448,89027.54,198.56,25.14,16.09,0.01702,0.89857,22,1513.33,4034.33,582.15,0.1443,2025-12-01,Inactive / Monitor,Status=Suspended; risk=High; volume=89028; txn_growth=25.14; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000518,Harbor Market 0518,ISV,SaaS,Enterprise,Dormant,US,PA,Allentown,Northeast,API,Direct,Medium,Pending Review,Level 1,2022-03-10,Northeast,1,A000518,PLATFORM_ISV,PLATFORM_ISV,2024-09-27,,2026-09-27,52.1,0.052,999.0,0,None,Not Required,None,2025-12-01,8629,810970.08,93.97,-0.09,1.79,0.00735,0.88336,45,17959.13,5672.86,2892.02,0.5098,2025-12-01,Inactive / Monitor,Status=Dormant; risk=Medium; volume=810970; txn_growth=-0.09; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000519,RedRock Checkout 0519,Financial Institution,Hospitality,Mid-Market,Active,US,MN,Duluth,Midwest,SDK,Referral,Medium,Expired,Level 2,2020-03-21,Midwest,1,A000519,SCALE,SCALE,2023-10-27,,2025-10-26,40.33,0.0409,1999.0,0,None,Not Required,None,2025-12-01,60773,6443136.07,106.02,27.5,22.02,0.00511,0.91145,2,89327.56,30469.78,15012.46,0.4927,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=6443136; txn_growth=27.5; assigned_plan=SCALE; recommended_plan=SCALE
P000520,Ironwood Merchant Services 0520,ISV,Travel,SMB,Active,US,CA,Sacramento,West,Direct Processor,Direct,Low,Approved,Level 2,2017-06-01,West,1,A000520,HIGH_RISK,HIGH_RISK,2023-11-15,,2025-11-14,101.3,0.0946,2999.0,0,None,Not Required,None,2025-12-01,1414,455164.93,321.83,22.0,20.03,0.00478,0.94873,12,3461.86,7743.59,4155.21,0.5366,2025-12-01,High-Growth Platform,Status=Active; risk=Low; volume=455165; txn_growth=22.0; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000521,Cedar Market 0521,ISV,Hospitality,Mid-Market,Dormant,US,GA,Atlanta,South,API,Direct,Low,Pending Review,Level 1,2023-10-01,South,1,A000521,LAUNCH,LAUNCH,2024-03-27,,2026-03-27,91.11,0.0723,99.0,0,None,Not Required,None,2025-12-01,893,128163.7,143.4,25.6,23.68,0.00418,0.96095,7,2877.58,1331.26,686.53,0.5157,2025-12-01,Inactive / Monitor,Status=Dormant; risk=Low; volume=128164; txn_growth=25.6; assigned_plan=LAUNCH; recommended_plan=LAUNCH
