partner_id,partner_name,partner_type,industry_vertical,partner_size,partner_status,country,state,city,region,integration_type,sales_channel,risk_tier,kyc_status,pci_level,onboarding_date,relationship_manager_region,synthetic_record_flag,industry,status
P002777,RedRock Checkout 2777,Gateway,Fintech,Mid-Market,Active,US,AZ,Phoenix,West,Direct Processor,Alliance,Low,Approved,Level 2,2020-10-05,West,1,Fintech,Active
P002778,Summit Processing 2778,ISO/Reseller,Nonprofit,SMB,Active,US,CA,San Francisco,West,SFTP,Referral,Medium,Approved,Level 3,2017-06-09,West,1,Nonprofit,Active
P002779,Clearwater Merchant Services 2779,Merchant Acquirer,Professional Services,Strategic,Active,US,FL,Jacksonville,South,API,Referral,Low,Expired,Level 2,2019-04-23,South,1,Professional Services,Active
P002780,Clearwater Payments 2780,Bank Sponsor,Professional Services,Mid-Market,Active,US,CA,San Jose,West,SDK,Partner-sourced,Low,Approved,Level 3,2023-12-04,West,1,Professional Services,Active
P002781,Sunrise PayTech 2781,ISO/Reseller,Fintech,Mid-Market,Active,US,AZ,Tucson,West,API,Referral,Medium,Approved,Level 4,2023-12-13,West,1,Fintech,Active
P002782,Keystone Gateway 2782,ISO/Reseller,Professional Services,Mid-Market,Active,US,MA,Cambridge,Northeast,API,Referral,Medium,Approved,Level 3,2023-06-15,Northeast,1,Professional Services,Active
P002783,Prairie Connect 2783,Marketplace,Hospitality,SMB,Active,US,MN,Minneapolis,Midwest,SFTP,Direct,Low,Approved,Level 3,2023-04-02,Midwest,1,Hospitality,Active
P002784,Evergreen PayTech 2784,Financial Institution,Professional Services,Mid-Market,Active,US,PA,Allentown,Northeast,Batch File,Referral,Medium,Approved,Level 2,2018-09-30,Northeast,1,Professional Services,Active
P002785,Ironwood Gateway 2785,Financial Institution,Logistics,Enterprise,Active,US,MA,Cambridge,Northeast,API,Direct,High,Approved,Level 1,2019-10-04,Northeast,1,Logistics,Active
P002786,Ironwood Gateway 2786,Marketplace,Retail,SMB,Active,US,TX,Houston,South,API,Direct,Medium,Approved,Level 4,2021-07-02,South,1,Retail,Active
P002787,Summit PayWorks 2787,Merchant Acquirer,Logistics,SMB,Active,US,VA,Norfolk,South,Hosted Checkout,Partner-sourced,Low,Approved,Level 1,2024-04-26,South,1,Logistics,Active
P002788,Oakstone Processing 2788,Gateway,Retail,SMB,Active,US,CA,San Jose,West,Direct Processor,Direct,Low,Pending Review,Level 3,2024-03-12,West,1,Retail,Active
P002789,Skyline Commerce 2789,ISO/Reseller,Fintech,SMB,Active,US,VA,Richmond,South,Hosted Checkout,Referral,Medium,Approved,Level 1,2018-10-24,South,1,Fintech,Active
P002790,Sunrise PayTech 2790,ISV,Fintech,Mid-Market,Active,US,MN,Saint Paul,Midwest,SDK,Direct,Medium,Approved,Level 1,2019-11-04,Midwest,1,Fintech,Active
P002791,Prairie Checkout 2791,Marketplace,SaaS,Mid-Market,Active,US,CO,Boulder,West,API,Direct,Low,Approved,Level 2,2017-01-09,West,1,SaaS,Active
P002792,Prairie Payments 2792,ISV,Utilities,Mid-Market,Active,US,MN,Minneapolis,Midwest,API,Partner-sourced,Medium,Approved,Level 4,2020-10-23,Midwest,1,Utilities,Active
P002793,Prairie PayWorks 2793,ISV,Government,Strategic,Active,US,GA,Savannah,South,API,Referral,Low,Approved,Level 3,2022-05-14,South,1,Government,Active
P002794,NorthStar Platform 2794,Gateway,Professional Services,Enterprise,Dormant,US,TX,San Antonio,South,Batch File,Alliance,High,Approved,Level 3,2021-09-20,South,1,Professional Services,Dormant
P002795,Summit Billing 2795,Marketplace,Professional Services,Enterprise,Active,US,FL,Miami,South,API,Alliance,Medium,Approved,Level 3,2018-08-26,South,1,Professional Services,Active
P002796,Cedar Market 2796,ISO/Reseller,Gaming,SMB,Pilot,US,GA,Alpharetta,South,API,Direct,Medium,Approved,Level 1,2023-07-10,South,1,Gaming,Pilot
P002797,Maple PayTech 2797,ISV,Retail,Strategic,Suspended,US,CA,San Diego,West,API,Partner-sourced,Low,Approved,Level 3,2023-04-05,West,1,Retail,Suspended
P002798,Evergreen Commerce 2798,Financial Institution,Utilities,Mid-Market,Dormant,US,NC,Greensboro,South,API,Alliance,Low,Approved,Level 3,2019-12-19,South,1,Utilities,Dormant
P002799,Copper Financial 2799,Technology Platform,Retail,Mid-Market,Active,US,MN,Saint Paul,Midwest,Direct Processor,Direct,Low,Approved,Level 1,2018-11-03,Midwest,1,Retail,Active
P002800,Granite Platform 2800,ISV,Travel,SMB,Active,US,CA,Los Angeles,West,API,Alliance,Medium,Approved,Level 2,2017-10-05,West,1,Travel,Active
P002801,Maple PayWorks 2801,Technology Platform,Gaming,Enterprise,Active,US,PA,Harrisburg,Northeast,API,Direct,High,Pending Review,Level 3,2021-11-25,Northeast,1,Gaming,Active
P002802,Keystone Merchant Services 2802,Marketplace,SaaS,SMB,Active,US,UT,Provo,West,Batch File,Alliance,Low,Approved,Level 1,2022-12-30,West,1,SaaS,Active
P002803,Granite Commerce 2803,Merchant Acquirer,Education,Mid-Market,Active,US,VA,Arlington,South,API,Direct,Low,Approved,Level 2,2020-07-20,South,1,Education,Active
P002804,Granite Merchant Services 2804,ISO/Reseller,Utilities,SMB,Pilot,US,VA,Richmond,South,Hosted Checkout,Referral,Medium,Approved,Level 4,2021-08-06,South,1,Utilities,Pilot
P002805,Maple Market 2805,Marketplace,Logistics,Mid-Market,Suspended,US,IL,Peoria,Midwest,Hosted Checkout,Alliance,Low,Approved,Level 1,2017-12-02,Midwest,1,Logistics,Suspended
P002806,Copper Payments 2806,ISO/Reseller,Retail,SMB,Active,US,MI,Detroit,Midwest,Direct Processor,Alliance,Low,Approved,Level 2,2018-06-20,Midwest,1,Retail,Active
P002807,Prairie Processing 2807,Technology Platform,Professional Services,Enterprise,Active,US,OH,Cincinnati,Midwest,SDK,Alliance,Medium,Approved,Level 4,2022-01-31,Midwest,1,Professional Services,Active
P002808,Maple Checkout 2808,Technology Platform,Education,Enterprise,Active,US,CA,San Jose,West,SDK,Referral,High,Expired,Level 3,2019-10-30,West,1,Education,Active
P002809,Riverbend Platform 2809,Marketplace,Government,SMB,Dormant,US,FL,Tampa,South,SFTP,Alliance,Low,Expired,Level 4,2022-02-19,South,1,Government,Dormant
P002810,Keystone Financial 2810,Technology Platform,Fintech,SMB,Active,US,CO,Denver,West,SDK,Alliance,Low,Approved,Level 4,2023-04-24,West,1,Fintech,Active
P002811,Brightpath Connect 2811,Merchant Acquirer,Healthcare,Enterprise,Pilot,US,TX,San Antonio,South,Direct Processor,Direct,Low,Approved,Level 4,2017-08-05,South,1,Healthcare,Pilot
P002812,Clearwater Platform 2812,ISV,Education,SMB,Active,US,NC,Durham,South,API,Alliance,Low,Approved,Level 2,2023-05-01,South,1,Education,Active
P002813,Prairie Market 2813,ISV,SaaS,SMB,Dormant,US,WA,Spokane,West,API,Referral,Medium,Approved,Level 2,2018-10-22,West,1,SaaS,Dormant
P002814,RedRock Platform 2814,Technology Platform,Education,SMB,Active,US,CA,San Jose,West,API,Direct,Low,Approved,Level 3,2017-11-09,West,1,Education,Active
P002815,Copper Payments 2815,ISV,Healthcare,SMB,Active,US,GA,Alpharetta,South,SFTP,Direct,Low,Approved,Level 4,2020-03-20,South,1,Healthcare,Active
P002816,Prairie Payments 2816,ISO/Reseller,Hospitality,Enterprise,Terminated,US,OH,Columbus,Midwest,SFTP,Alliance,Low,Approved,Level 2,2022-08-29,Midwest,1,Hospitality,Terminated
P002817,Keystone Gateway 2817,ISO/Reseller,Professional Services,Mid-Market,Active,US,FL,Miami,South,SFTP,Direct,Medium,Approved,Level 4,2017-12-24,South,1,Professional Services,Active
P002818,Ironwood Processing 2818,Technology Platform,Healthcare,Enterprise,Active,US,AZ,Tempe,West,SDK,Alliance,Low,Approved,Level 2,2022-02-18,West,1,Healthcare,Active
P002819,RedRock Solutions 2819,Merchant Acquirer,Utilities,SMB,Active,US,AZ,Scottsdale,West,API,Referral,Low,Approved,Level 4,2018-03-30,West,1,Utilities,Active
P002820,Harbor Gateway 2820,ISV,Hospitality,Enterprise,Active,US,NY,Albany,Northeast,API,Referral,Low,Approved,Level 3,2017-07-21,Northeast,1,Hospitality,Active
P002821,Copper Market 2821,ISV,Travel,Mid-Market,Active,US,TN,Nashville,South,API,Alliance,High,Approved,Level 1,2020-10-09,South,1,Travel,Active
P002822,Summit PayWorks 2822,Technology Platform,Travel,Mid-Market,Active,US,TX,Austin,South,API,Direct,High,Approved,Level 3,2020-05-01,South,1,Travel,Active
P002823,Clearwater Processing 2823,Technology Platform,Utilities,Enterprise,Terminated,US,NC,Greensboro,South,API,Alliance,Low,Approved,Level 4,2024-10-26,South,1,Utilities,Terminated
P002824,BluePeak PayTech 2824,ISV,Healthcare,SMB,Active,US,TX,San Antonio,South,API,Alliance,Low,Approved,Level 3,2019-07-27,South,1,Healthcare,Active
P002825,Granite Connect 2825,ISO/Reseller,Healthcare,Mid-Market,Active,US,TX,Houston,South,API,Referral,Low,Approved,Level 4,2017-12-13,South,1,Healthcare,Active
P002826,Brightpath Financial 2826,Financial Institution,Professional Services,SMB,Active,US,MA,Worcester,Northeast,SFTP,Alliance,Medium,Approved,Level 2,2020-07-08,Northeast,1,Professional Services,Active
P002827,Skyline PayTech 2827,Bank Sponsor,Education,Enterprise,Active,US,CO,Colorado Springs,West,API,Alliance,Low,Approved,Level 4,2020-05-26,West,1,Education,Active
P002828,Maple Connect 2828,Merchant Acquirer,Fintech,SMB,Active,US,CA,Sacramento,West,Batch File,Direct,Low,Approved,Level 1,2024-09-16,West,1,Fintech,Active
P002829,Oakstone Payments 2829,Merchant Acquirer,Utilities,Enterprise,Active,US,NY,Albany,Northeast,API,Direct,Medium,Approved,Level 3,2025-05-01,Northeast,1,Utilities,Active
P002830,Ironwood Payments 2830,Technology Platform,SaaS,Mid-Market,Active,US,AZ,Phoenix,West,API,Direct,Low,Pending Review,Level 2,2024-07-19,West,1,SaaS,Active
P002831,RedRock Market 2831,Marketplace,Retail,Mid-Market,Active,US,FL,Orlando,South,Hosted Checkout,Direct,Medium,Approved,Level 1,2022-05-26,South,1,Retail,Active
P002832,Maple Merchant Services 2832,ISV,Healthcare,Mid-Market,Pilot,US,WA,Spokane,West,SDK,Direct,High,Expired,Level 1,2022-08-19,West,1,Healthcare,Pilot
P002833,Summit PayWorks 2833,Marketplace,Nonprofit,Enterprise,Active,US,CA,San Jose,West,SFTP,Direct,Low,Approved,Level 2,2020-08-24,West,1,Nonprofit,Active
P002834,Prairie Platform 2834,Technology Platform,Nonprofit,Mid-Market,Active,US,TX,San Antonio,South,SDK,Direct,Medium,Approved,Level 1,2019-10-25,South,1,Nonprofit,Active
P002835,Ironwood Gateway 2835,Gateway,Professional Services,Mid-Market,Active,US,NY,Syracuse,Northeast,Batch File,Direct,Low,Pending Review,Level 4,2019-02-07,Northeast,1,Professional Services,Active
P002836,Ironwood Connect 2836,ISO/Reseller,Professional Services,Mid-Market,Dormant,US,UT,Salt Lake City,West,Batch File,Alliance,Low,Approved,Level 4,2022-01-22,West,1,Professional Services,Dormant
P002837,Copper Merchant Services 2837,Financial Institution,SaaS,SMB,Active,US,MN,Duluth,Midwest,SDK,Partner-sourced,Low,Approved,Level 3,2023-10-21,Midwest,1,SaaS,Active
P002838,Brightpath Checkout 2838,ISO/Reseller,Logistics,SMB,Active,US,AZ,Phoenix,West,API,Direct,Low,Approved,Level 2,2019-01-21,West,1,Logistics,Active
P002839,NorthStar Commerce 2839,Merchant Acquirer,Retail,SMB,Active,US,OH,Columbus,Midwest,Direct Processor,Direct,Low,Approved,Level 4,2022-06-22,Midwest,1,Retail,Active
P002840,Skyline Gateway 2840,Technology Platform,Hospitality,Enterprise,Active,US,NY,Syracuse,Northeast,API,Direct,Low,Rejected,Level 3,2021-05-10,Northeast,1,Hospitality,Active
P002841,Riverbend PayTech 2841,ISV,Nonprofit,SMB,Active,US,NY,Buffalo,Northeast,API,Referral,Low,Approved,Level 4,2023-10-27,Northeast,1,Nonprofit,Active
P002842,NorthStar Gateway 2842,Financial Institution,Logistics,Enterprise,Active,US,OH,Columbus,Midwest,Hosted Checkout,Direct,Medium,Approved,Level 3,2025-06-09,Midwest,1,Logistics,Active
P002843,Prairie Billing 2843,Marketplace,Professional Services,Mid-Market,Active,US,UT,Salt Lake City,West,SFTP,Alliance,Low,Approved,Level 1,2020-10-30,West,1,Professional Services,Active
P002844,Brightpath Market 2844,ISO/Reseller,Government,SMB,Active,US,VA,Norfolk,South,SDK,Alliance,Low,Expired,Level 2,2022-09-02,South,1,Government,Active
P002845,Silverline Solutions 2845,Marketplace,Fintech,SMB,Active,US,GA,Savannah,South,API,Referral,Medium,Approved,Level 3,2017-11-18,South,1,Fintech,Active
P002846,Riverbend Processing 2846,Financial Institution,Healthcare,SMB,Active,US,NY,New York,Northeast,Direct Processor,Referral,Low,Approved,Level 3,2018-12-19,Northeast,1,Healthcare,Active
P002847,Keystone Payments 2847,Merchant Acquirer,Hospitality,Mid-Market,Active,US,PA,Pittsburgh,Northeast,SFTP,Direct,Low,Approved,Level 3,2025-01-16,Northeast,1,Hospitality,Active
P002848,Summit Merchant Services 2848,Bank Sponsor,Retail,SMB,Active,US,TX,Houston,South,Batch File,Direct,Low,Approved,Level 2,2019-04-03,South,1,Retail,Active
P002849,Prairie Payments 2849,Technology Platform,SaaS,Strategic,Active,US,GA,Augusta,South,API,Direct,Low,Approved,Level 2,2021-02-21,South,1,SaaS,Active
P002850,Riverbend Billing 2850,Merchant Acquirer,Retail,Mid-Market,Active,US,NY,New York,Northeast,SDK,Referral,Medium,Approved,Level 3,2023-01-29,Northeast,1,Retail,Active
P002851,Cedar Market 2851,Financial Institution,SaaS,Mid-Market,Suspended,US,WA,Bellevue,West,Direct Processor,Direct,Low,Pending Review,Level 2,2018-05-10,West,1,SaaS,Suspended
P002852,Skyline PayTech 2852,Merchant Acquirer,Fintech,SMB,Active,US,TX,San Antonio,South,Hosted Checkout,Partner-sourced,Medium,Approved,Level 1,2022-09-13,South,1,Fintech,Active
P002853,Brightpath Merchant Services 2853,Marketplace,Hospitality,SMB,Active,US,CA,San Diego,West,SFTP,Alliance,Medium,Approved,Level 4,2017-04-08,West,1,Hospitality,Active
P002854,Sunrise Processing 2854,ISV,Logistics,Mid-Market,Active,US,UT,Ogden,West,SDK,Alliance,Low,Approved,Level 1,2021-08-04,West,1,Logistics,Active
P002855,BluePeak PayWorks 2855,Gateway,Fintech,Mid-Market,Active,US,CA,San Diego,West,SDK,Alliance,Medium,Approved,Level 3,2023-07-15,West,1,Fintech,Active
P002856,Skyline Billing 2856,Merchant Acquirer,Nonprofit,Mid-Market,Active,US,FL,Fort Lauderdale,South,Batch File,Alliance,Low,Expired,Level 2,2023-08-19,South,1,Nonprofit,Active
P002857,Oakstone Merchant Services 2857,Gateway,Fintech,SMB,Active,US,TX,Austin,South,API,Direct,Low,Approved,Level 3,2019-07-31,South,1,Fintech,Active
P002858,Harbor Solutions 2858,ISO/Reseller,Utilities,Mid-Market,Suspended,US,AZ,Scottsdale,West,Direct Processor,Direct,Low,Approved,Level 1,2023-02-28,West,1,Utilities,Suspended
P002859,NorthStar Gateway 2859,Financial Institution,Fintech,Mid-Market,Active,US,AZ,Phoenix,West,API,Direct,Medium,Approved,Level 2,2024-04-03,West,1,Fintech,Active
P002860,NorthStar Market 2860,ISO/Reseller,Utilities,SMB,Active,US,CA,San Jose,West,Batch File,Alliance,Low,Approved,Level 2,2021-07-20,West,1,Utilities,Active
P002861,Harbor Connect 2861,Financial Institution,Hospitality,Mid-Market,Active,US,NJ,Princeton,Northeast,SDK,Direct,Low,Approved,Level 2,2019-09-27,Northeast,1,Hospitality,Active
P002862,Prairie PayWorks 2862,Technology Platform,Utilities,Strategic,Active,US,TX,Plano,South,SDK,Direct,Low,Approved,Level 2,2024-05-31,South,1,Utilities,Active
P002863,Silverline Platform 2863,Merchant Acquirer,Retail,Enterprise,Active,US,VA,Norfolk,South,Batch File,Direct,Low,Rejected,Level 2,2021-09-15,South,1,Retail,Active
P002864,Riverbend Platform 2864,Financial Institution,Logistics,Mid-Market,Active,US,GA,Alpharetta,South,SDK,Alliance,Low,Approved,Level 3,2018-05-16,South,1,Logistics,Active
P002865,Sunrise Gateway 2865,Financial Institution,Retail,SMB,Dormant,US,NY,Rochester,Northeast,Direct Processor,Referral,High,Approved,Level 2,2022-10-28,Northeast,1,Retail,Dormant
P002866,Brightpath Gateway 2866,Merchant Acquirer,Government,SMB,Active,US,GA,Alpharetta,South,Hosted Checkout,Referral,Low,Approved,Level 1,2023-06-09,South,1,Government,Active
P002867,NorthStar Market 2867,Technology Platform,Retail,Mid-Market,Active,US,IL,Springfield,Midwest,API,Direct,High,Approved,Level 3,2020-04-18,Midwest,1,Retail,Active
P002868,Harbor Billing 2868,Marketplace,Gaming,SMB,Suspended,US,OH,Cincinnati,Midwest,Batch File,Referral,Low,Approved,Level 4,2020-12-18,Midwest,1,Gaming,Suspended
P002869,Brightpath Payments 2869,ISO/Reseller,Healthcare,Mid-Market,Active,US,TX,Austin,South,Batch File,Alliance,Low,Approved,Level 3,2025-03-04,South,1,Healthcare,Active
P002870,Silverline Checkout 2870,ISV,Fintech,Mid-Market,Pilot,US,NY,Buffalo,Northeast,Batch File,Referral,Low,Approved,Level 4,2025-03-01,Northeast,1,Fintech,Pilot
P002871,Granite Gateway 2871,Gateway,Hospitality,Enterprise,Active,US,NV,Las Vegas,West,Direct Processor,Referral,Low,Approved,Level 2,2022-12-27,West,1,Hospitality,Active
P002872,Harbor Merchant Services 2872,Marketplace,Retail,SMB,Active,US,VA,Norfolk,South,Batch File,Alliance,Low,Approved,Level 4,2023-12-29,South,1,Retail,Active
P002873,Cedar Solutions 2873,Technology Platform,Nonprofit,SMB,Active,US,NV,Henderson,West,API,Direct,Low,Pending Review,Level 2,2020-08-27,West,1,Nonprofit,Active
P002874,Clearwater PayWorks 2874,Technology Platform,Education,Mid-Market,Active,US,NY,New York,Northeast,API,Referral,Low,Approved,Level 3,2024-06-16,Northeast,1,Education,Active
P002875,BluePeak Market 2875,Gateway,Retail,SMB,Active,US,PA,Philadelphia,Northeast,Hosted Checkout,Referral,High,Rejected,Level 4,2022-08-25,Northeast,1,Retail,Active
P002876,Silverline Financial 2876,Marketplace,Retail,Mid-Market,Active,US,FL,Orlando,South,Batch File,Referral,Low,Approved,Level 4,2023-09-12,South,1,Retail,Active
P002877,RedRock PayWorks 2877,Merchant Acquirer,Government,Mid-Market,Active,US,FL,Jacksonville,South,Hosted Checkout,Direct,Low,Approved,Level 3,2021-01-28,South,1,Government,Active
P002878,Copper Solutions 2878,ISV,Professional Services,SMB,Pilot,US,CA,San Jose,West,SDK,Partner-sourced,Low,Approved,Level 2,2018-08-22,West,1,Professional Services,Pilot
P002879,Summit Checkout 2879,Marketplace,Utilities,Mid-Market,Active,US,GA,Alpharetta,South,Direct Processor,Direct,Low,Approved,Level 2,2018-04-05,South,1,Utilities,Active
P002880,BluePeak Merchant Services 2880,Financial Institution,Fintech,SMB,Active,US,CA,San Diego,West,Hosted Checkout,Direct,Low,Approved,Level 2,2021-02-17,West,1,Fintech,Active
P002881,BluePeak PayTech 2881,Technology Platform,SaaS,SMB,Pilot,US,TX,Plano,South,API,Direct,Medium,Rejected,Level 4,2022-06-10,South,1,SaaS,Pilot
P002882,Brightpath PayTech 2882,ISV,SaaS,Enterprise,Active,US,NJ,Newark,Northeast,SDK,Direct,Medium,Approved,Level 4,2019-09-28,Northeast,1,SaaS,Active
P002883,Copper Merchant Services 2883,Technology Platform,Government,Mid-Market,Suspended,US,CA,San Jose,West,API,Direct,Low,Approved,Level 3,2018-07-01,West,1,Government,Suspended
P002884,Cedar Platform 2884,Financial Institution,Healthcare,SMB,Pilot,US,CA,Los Angeles,West,API,Alliance,Low,Approved,Level 3,2018-03-27,West,1,Healthcare,Pilot
P002885,RedRock Processing 2885,Financial Institution,Gaming,Mid-Market,Dormant,US,CA,San Francisco,West,Direct Processor,Alliance,High,Approved,Level 1,2021-09-08,West,1,Gaming,Dormant
P002886,Silverline Platform 2886,ISO/Reseller,Retail,Mid-Market,Active,US,TN,Nashville,South,SDK,Direct,Low,Rejected,Level 4,2022-11-27,South,1,Retail,Active
P002887,Silverline PayWorks 2887,Gateway,Hospitality,SMB,Active,US,FL,Orlando,South,SDK,Direct,Medium,Expired,Level 3,2019-07-03,South,1,Hospitality,Active
P002888,Summit Solutions 2888,Gateway,Government,Enterprise,Active,US,NY,New York,Northeast,SDK,Direct,Low,Approved,Level 2,2021-01-16,Northeast,1,Government,Active
P002889,NorthStar Payments 2889,Financial Institution,SaaS,SMB,Suspended,US,PA,Philadelphia,Northeast,API,Direct,Medium,Pending Review,Level 2,2019-08-10,Northeast,1,SaaS,Suspended
P002890,Riverbend Processing 2890,Gateway,Healthcare,SMB,Active,US,MA,Cambridge,Northeast,Batch File,Alliance,Low,Approved,Level 3,2023-07-02,Northeast,1,Healthcare,Active
P002891,Clearwater Billing 2891,Merchant Acquirer,Retail,Enterprise,Active,US,TX,San Antonio,South,API,Alliance,Low,Approved,Level 1,2025-04-16,South,1,Retail,Active
P002892,Copper Checkout 2892,ISV,Fintech,Enterprise,Active,US,WA,Tacoma,West,API,Direct,Low,Approved,Level 1,2023-01-14,West,1,Fintech,Active
P002893,Harbor Platform 2893,Financial Institution,Fintech,SMB,Active,US,OH,Cleveland,Midwest,Hosted Checkout,Direct,Medium,Approved,Level 1,2019-05-08,Midwest,1,Fintech,Active
P002894,NorthStar Gateway 2894,Financial Institution,Travel,SMB,Dormant,US,WA,Seattle,West,API,Alliance,Medium,Approved,Level 2,2019-04-30,West,1,Travel,Dormant
P002895,Prairie Financial 2895,Technology Platform,Hospitality,SMB,Active,US,CA,Sacramento,West,API,Alliance,Medium,Approved,Level 4,2024-04-24,West,1,Hospitality,Active
P002896,Clearwater Solutions 2896,ISV,Retail,Mid-Market,Active,US,NJ,Newark,Northeast,API,Direct,Medium,Approved,Level 2,2020-01-28,Northeast,1,Retail,Active
P002897,Brightpath Market 2897,ISV,Retail,Mid-Market,Pilot,US,IL,Chicago,Midwest,API,Alliance,Low,Expired,Level 1,2017-11-08,Midwest,1,Retail,Pilot
P002898,BluePeak PayTech 2898,ISO/Reseller,Fintech,SMB,Active,US,TX,Austin,South,API,Alliance,Low,Rejected,Level 2,2021-05-15,South,1,Fintech,Active
P002899,Evergreen Checkout 2899,Technology Platform,Retail,SMB,Pilot,US,NY,Syracuse,Northeast,SDK,Partner-sourced,Medium,Approved,Level 2,2018-07-04,Northeast,1,Retail,Pilot
P002900,Clearwater Commerce 2900,Merchant Acquirer,SaaS,Mid-Market,Pilot,US,AZ,Phoenix,West,API,Direct,Low,Rejected,Level 4,2021-10-30,West,1,SaaS,Pilot
P002901,Cedar Merchant Services 2901,Technology Platform,Healthcare,Mid-Market,Active,US,CA,San Jose,West,API,Alliance,Low,Approved,Level 3,2017-03-04,West,1,Healthcare,Active
P002902,Summit Financial 2902,Technology Platform,Travel,Mid-Market,Active,US,OH,Cincinnati,Midwest,API,Direct,High,Approved,Level 4,2023-01-25,Midwest,1,Travel,Active
P002903,Cedar PayTech 2903,Financial Institution,Fintech,SMB,Active,US,AZ,Tucson,West,SFTP,Partner-sourced,Low,Approved,Level 4,2023-04-25,West,1,Fintech,Active
P002904,Skyline Billing 2904,ISV,Government,SMB,Active,US,NY,Buffalo,Northeast,Hosted Checkout,Direct,Low,Approved,Level 3,2024-05-01,Northeast,1,Government,Active
P002905,Oakstone Payments 2905,Technology Platform,Hospitality,Enterprise,Pilot,US,IL,Springfield,Midwest,API,Alliance,Low,Approved,Level 2,2020-09-03,Midwest,1,Hospitality,Pilot
P002906,Prairie Checkout 2906,Bank Sponsor,Retail,Enterprise,Active,US,AZ,Tucson,West,API,Alliance,Medium,Approved,Level 2,2024-09-19,West,1,Retail,Active
P002907,Riverbend Financial 2907,Financial Institution,Fintech,Mid-Market,Active,US,MI,Ann Arbor,Midwest,API,Alliance,Medium,Approved,Level 4,2017-07-13,Midwest,1,Fintech,Active
P002908,Skyline PayWorks 2908,ISO/Reseller,Nonprofit,SMB,Active,US,TX,Dallas,South,SFTP,Direct,Medium,Approved,Level 2,2022-11-19,South,1,Nonprofit,Active
P002909,BluePeak Solutions 2909,ISO/Reseller,SaaS,Enterprise,Active,US,TX,Austin,South,API,Alliance,Low,Approved,Level 2,2020-07-31,South,1,SaaS,Active
P002910,Oakstone Commerce 2910,Financial Institution,Travel,Mid-Market,Active,US,TX,Austin,South,API,Direct,High,Approved,Level 1,2023-04-01,South,1,Travel,Active
P002911,Cedar Processing 2911,ISV,Retail,SMB,Active,US,TX,San Antonio,South,API,Referral,Low,Approved,Level 2,2018-05-27,South,1,Retail,Active
P002912,Oakstone Merchant Services 2912,Technology Platform,Gaming,SMB,Active,US,AZ,Phoenix,West,Hosted Checkout,Alliance,Medium,Pending Review,Level 2,2022-06-17,West,1,Gaming,Active
P002913,Riverbend Checkout 2913,ISO/Reseller,Nonprofit,Strategic,Active,US,CO,Colorado Springs,West,API,Direct,Low,Approved,Level 1,2022-04-09,West,1,Nonprofit,Active
P002914,Granite Merchant Services 2914,Technology Platform,Retail,Mid-Market,Active,US,MI,Ann Arbor,Midwest,API,Referral,Medium,Approved,Level 1,2023-07-27,Midwest,1,Retail,Active
P002915,Sunrise Market 2915,ISO/Reseller,Hospitality,SMB,Active,US,TX,Dallas,South,API,Alliance,Low,Approved,Level 2,2018-06-27,South,1,Hospitality,Active
P002916,Sunrise Market 2916,Gateway,Utilities,SMB,Active,US,WA,Spokane,West,Hosted Checkout,Direct,Medium,Approved,Level 3,2018-09-05,West,1,Utilities,Active
P002917,Prairie Payments 2917,ISV,Travel,SMB,Pilot,US,OH,Columbus,Midwest,SDK,Partner-sourced,Medium,Approved,Level 3,2019-05-07,Midwest,1,Travel,Pilot
P002918,Silverline Connect 2918,ISV,Professional Services,Enterprise,Active,US,MA,Worcester,Northeast,API,Alliance,Medium,Approved,Level 4,2023-04-09,Northeast,1,Professional Services,Active
P002919,Oakstone Financial 2919,Marketplace,Retail,SMB,Pilot,US,NY,Albany,Northeast,API,Referral,Medium,Approved,Level 3,2025-02-27,Northeast,1,Retail,Pilot
P002920,Cedar Connect 2920,Financial Institution,Retail,Enterprise,Terminated,US,TX,San Antonio,South,Hosted Checkout,Direct,High,Approved,Level 3,2020-06-23,South,1,Retail,Terminated
P002921,RedRock Payments 2921,ISO/Reseller,Utilities,SMB,Active,US,TX,Houston,South,API,Referral,Low,Approved,Level 4,2020-11-06,South,1,Utilities,Active
P002922,Summit PayWorks 2922,ISO/Reseller,Hospitality,Mid-Market,Active,US,CO,Aurora,West,API,Referral,High,Approved,Level 4,2024-07-25,West,1,Hospitality,Active
P002923,Copper Merchant Services 2923,ISO/Reseller,Travel,SMB,Active,US,MA,Springfield,Northeast,API,Referral,Medium,Approved,Level 2,2022-09-05,Northeast,1,Travel,Active
P002924,Ironwood Gateway 2924,Marketplace,Nonprofit,Strategic,Active,US,CA,Los Angeles,West,API,Alliance,Medium,Approved,Level 1,2020-06-16,West,1,Nonprofit,Active
P002925,Clearwater Platform 2925,ISO/Reseller,Professional Services,Strategic,Dormant,US,NY,Albany,Northeast,API,Alliance,High,Approved,Level 3,2020-09-04,Northeast,1,Professional Services,Dormant
P002926,Granite Connect 2926,Financial Institution,Fintech,SMB,Active,US,NV,Henderson,West,Hosted Checkout,Alliance,Medium,Pending Review,Level 3,2024-03-11,West,1,Fintech,Active
P002927,Skyline Merchant Services 2927,ISV,Utilities,Mid-Market,Active,US,PA,Pittsburgh,Northeast,SDK,Alliance,Medium,Approved,Level 4,2023-04-14,Northeast,1,Utilities,Active
